"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","cited_by_tweeters_count","readers.mendeley","citation_count","readers","file_hash"
"10.1051/jp4:19945302","dedup_wf_001::d0d57a13103590a82b224727226f1a35","Membrane potential","Dynamique stochastique non-stationnaire de la membrane neuronale","Ferreira Brigham, Marco Paulo","2015-04-27","HAL CCSD","publication","","","https://tel.archives-ouvertes.fr/tel-01186526/document","Neurons interact through their membrane potential that generally has a complex time evolution due to numerous irregular synaptic inputs received. This complex time evolution is best described in probabilistic terms due to this irregular or \"noisy\" activity. The time evolution of the membrane potential is therefore both stochastic and deterministic: it is stochastic since it is driven by random input arrival times, but also deterministic, since subjecting a biological neuron to the same sequence of input arrival times often results in very similar membrane potential traces. In this thesis, we investigated key statistical properties of a simplified neuron model under nonstationary input from other neurons that results in nonstationary evolution of membrane potential statistics. We considered a passive neuron model without spiking mechanism that is driven by input currents or conductances in the form of shot noise processes. Under such input, membrane potential fluctuations can be modeled as filtered shot noise currents or conductances. We analyzed the statistical properties of these filtered processes in the framework of Poisson Point Processes transformations. The key idea is to express filtered shot noise as a transformation of random input arrival times and to apply the properties of these transformations to derive its nonstationary statistics. Using this formalism we derive exact analytical expressions, and useful approximations, for the mean and joint cumulants of the filtered process in the general case of variable input rate. This work opens many perspectives for analyzing neurons under in vivo conditions, in the presence of intense and noisy synaptic inputs.; Les neurones interagissent à travers leur potentiel de membrane qui a en général une évolution temporelle complexe due aux nombreuses entrées synaptiques irrégulières reçues. Cette évolution est mieux décrite en termes probabilistes, en raison de ces entrées irrégulières ou «bruit synaptique». L'évolution temporelle du potentiel de membrane est stochastique mais aussi déterministe: stochastique, car conduite par des entrées synaptiques qui arrivent de façon aléatoire dans le temps, et déterministe, car un neurone biologique a une évolution temporelle très similaire quand soumis à une même séquence d'entrées synaptiques. Nous étudions les propriétés statistiques d'un modèle simplifié de neurone soumis à des entrées à taux variable d'où en résulte l'évolution non-stationnaire du potentiel de membrane. Nous considérons un modèle passif de membrane neuronale, sans mécanisme de décharge neuronale, soumis à des entrées à courant ou à conductance sous la forme d'un processus de «shot noise». Les fluctuations du potentiel de membrane sont aussi modélisées par un processus stochastique similaire, de «shot noise» filtré. Nous avons analysé les propriétés statistiques de ces processus dans le cadre des transformations de processus ponctuels de Poisson. Des propriétés de ces transformations sont dérivées les statistiques non-stationnaires du processus. Nous obtenons ainsi des expressions analytiques exactes pour les moments et cumulants du processus filtré dans le cas général des taux d'entrée variables. Ce travail ouvre de nombreuses perspectives pour l'analyse de neurones dans les conditions in vivo, en présence d'entrées synaptiques intenses et bruitées.","237955","Open Access","0.5548","-0.1896","11","Applications to neuronal, Dynamique stochastique, Filtered shot noise","Applications to neuronal, Dynamique stochastique, Filtered shot noise",NA,NA,"0","",""
"10.1088/1367-2630/15/2/023002","dedup_wf_001::7d43361ddb8d50631326e33e1aa19050","Quantitative Biology - Neurons and Cognition","Echoes in correlated neural systems","Helias, Moritz","2012-07-02","Dt. Physikalische Ges.","publication","","New Journal of Physics","","Correlations are employed in modern physics to explain microscopic and macroscopic phenomena, like the fractional quantum Hall effect and the Mott insulator state in high temperature superconductors and ultracold atoms. Simultaneously probed neurons in the intact brain reveal correlations between their activity, an important measure to study information processing in the brain that also influences macroscopic signals of neural activity, like the electro encephalogram (EEG). Networks of spiking neurons differ from most physical systems: The interaction between elements is directed, time delayed, mediated by short pulses, and each neuron receives events from thousands of neurons. Even the stationary state of the network cannot be described by equilibrium statistical mechanics. Here we develop a quantitative theory of pairwise correlations in finite sized random networks of spiking neurons. We derive explicit analytic expressions for the population averaged cross correlation functions. Our theory explains why the intuitive mean field description fails, how the echo of single action potentials causes an apparent lag of inhibition with respect to excitation, and how the size of the network can be scaled while maintaining its dynamical state. Finally, we derive a new criterion for the emergence of collective oscillations from the spectrum of the time-evolution propagator.","237955","Open Access","-0.2956","-0.3281","10","Correlation structure, Quantitative biology - neurons and cognition, Balanced networks","Correlation structure, Quantitative biology - neurons and cognition, Balanced networks","5","54","18","",""
"10.1103/physreve.91.062102","od________18::ed21635226dc7a254ab3313fa5336e56","Quantitative Biology - Neurons and Cognition","Non-stationary filtered shot noise processes and applications to neuronal membranes","Brigham, Marco","2014-10-22","","publication","","","","Filtered shot noise processes have proven to be very effective in modelling the evolution of systems exposed to stochastic shot noise sources, and have been applied to a wide variety of fields ranging from electronics through biology. In particular, they can model the membrane potential Vm of neurons driven by stochastic input, where these filtered processes are able to capture the non-stationary characteristics of Vm fluctuations in response to pre-synaptic input with variable rate. In this paper, we apply the general framework of Poisson Point Processes transformations to analyse these systems in the general case of variable input rate. We obtain exact analytic expressions, and very accurate approximations, for the joint cumulants of filtered shot noise processes with multiplicative noise. These general results are then applied to a model of neuronal membranes subject to conductance shot noise with continuously variable rate of pre-synaptic spikes. We propose very effective approximations for the time evolution of Vm distribution and simple method to estimate the pre-synaptic rate from a small number of Vm traces. This work opens the perspective of obtaining analytic access to important statistical properties of conductance-based neuronal models such as the the first passage time.","237955","Open Access","0.4736","-0.1156","11","Applications to neuronal, Dynamique stochastique, Filtered shot noise","Applications to neuronal, Dynamique stochastique, Filtered shot noise","3","15","0","",""
"10.1109/mcse.2011.119","dedup_wf_001::d5780dfeddf4c6d4446fc078ffc542a4"," applications;applications gpu;computing neuroscience","Three applications of GPU computing in neuroscience","Pezoa, Javier Baladron","2012-01-01","IEEE COMPUTER SOC","publication","","Computing in Science and Engineering","","","237955","Closed Access","0.3968","-0.7083","14","Applications gpu, Computing neuroscience","Applications gpu, Computing neuroscience","3","21","9","",""
"10.1137/130918721","dedup_wf_001::ad114081507ed1f5d4a5d76ea9ca77b5","65R20, 37M20, 92B20","Continuation of localised coherent structures in nonlocal neural field equations","Rankin, James","2013-04-26","Society for Industrial and Applied Mathematics","publication","","SIAM JOURNAL ON SCIENTIFIC COMPUTING","http://eprints.nottingham.ac.uk/2327/1/rankin-avitabile-etal-SISC-2013-revision.pdf","We study localised activity patterns in neural field equations posed on the Euclidean plane; such models are commonly used to describe the coarse-grained activity of large ensembles of cortical neurons in a spatially continuous way. We employ matrix-free Newton-Krylov\ud solvers and perform numerical continuation of localised patterns directly on the integral form of the equation. This opens up the possibility to study systems whose synaptic kernel does not lead to an equivalent PDE formulation. We present a numerical bifurcation study of localised states and show that the proposed models support\ud patterns of activity with varying spatial extent through the\ud mechanism of homoclinic snaking. The regular organisation of these patterns is due to spatial interactions at a specific scale associated with the separation of excitation peaks in the chosen connectivity function. The results presented form a basis for the general study of localised cortical activity with inputs and, more specifically, for investigating the localised spread of orientation selective activity that has been observed in the primary visual cortex with local visual input.","EP/H05040X/1","Open Access","-0.6646","0.1073","4","37m20, 65r20, 92b20","37m20, 65r20, 92b20","1","2","15","",""
"10.1152/jn.00194.2015","dedup_wf_001::ecc6a6394eabcd16df52e43d93c54412","Quantitative Biology - Neurons and Cognition","Testing the Odds of Inherent versus Observed Over-dispersion in Neural Spike Counts Odds of Inherent versus Observed Over-dispersion","Taouali, Wahiba","2016-11-14","American Physiological Society","publication","","","https://hal.archives-ouvertes.fr/hal-01396311/document","International audience; The repeated presentation of an identical visual stimulus in the receptive field of a neuron may evoke different spiking patterns at each trial. Probabilistic methods are essential to understand the functional role of this variance within the neural activity. In that case, a Poisson process is the most common model of trial-to-trial variability. For a Poisson process, the variance of the spike count is constrained to be equal to the mean, irrespective of the duration of measurements. Numerous studies have shown that this relationship does not generally hold. Specifically, a majority of electrophysiological recordings show an \" over-dispersion \" effect: Responses that exhibit more inter-trial variability than expected from a Poisson process alone. A model that is particularly well suited to quantify over-dispersion is the Negative-Binomial distribution model. This model is well-studied and widely used but has only recently been applied to neuroscience. In this paper, we address three main issues. First, we describe how the Negative-Binomial distribution provides a model apt to account for overdispersed spike counts. Second, we quantify the significance of this model for any neurophysiological data by proposing a statistical test, which quantifies the odds that over-dispersion could be due to the limited number of repetitions (trials). We apply this test to three neurophysiological tests along the visual pathway. Finally, we compare the performance of this model to the Poisson model on a population decoding task. We show that the decoding accuracy is improved when accounting for over-dispersion, especially under the hypothesis of tuned over-dispersion.","269921","Open Access","0.2346","0.4474","12","Inherent versus observed, Observed over dispersion, Odds of inherent","Inherent versus observed, Observed over dispersion, Odds of inherent","3","17","2","",""
"10.1152/jn.00953.2009","dedup_wf_001::b980750ab132435c64ce6a7fd865d4cd","Articles","Neuronal Avalanches in Spontaneous Activity In Vivo","Hahn, Gerald","2010-07-14","American Physiological Society","publication","","JOURNAL OF NEUROPHYSIOLOGY","","Many complex systems give rise to events that are clustered in space and time, thereby establishing a correlation structure that is governed by power law statistics. In the cortex, such clusters of activity, called “neuronal avalanches,” were recently found in local field potentials (LFPs) of spontaneous activity in acute cortex slices, slice cultures, the developing cortex of the anesthetized rat, and premotor and motor cortex of awake monkeys. At present, it is unclear whether neuronal avalanches also exist in the spontaneous LFPs and spike activity in vivo in sensory areas of the mature brain. To address this question, we recorded spontaneous LFPs and extracellular spiking activity with multiple 4 × 4 microelectrode arrays (Michigan Probes) in area 17 of adult cats under anesthesia. A cluster of events was defined as a consecutive sequence of time bins Δt (1–32 ms), each containing at least one LFP event or spike anywhere on the array. LFP cluster sizes consistently distributed according to a power law with a slope largely above –1.5. In two thirds of the corresponding experiments, spike clusters also displayed a power law that displayed a slightly steeper slope of −1.8 and was destroyed by subsampling operations. The power law in spike clusters was accompanied with stronger temporal correlations between spiking activities of neurons that spanned longer time periods compared with spike clusters lacking power law statistics. The results suggest that spontaneous activity of the visual cortex under anesthesia has the properties of neuronal avalanches.","237955","Open Access","-0.6717","-0.1239","4","37m20, 65r20, 92b20","37m20, 65r20, 92b20",NA,NA,"73","",""
"10.1186/1471-2202-12-s1-p124","dedup_wf_001::d67b15a89d4ed1353ff575f26fbfa817","Neurosciences. Biological psychiatry. Neuropsychiatry","General conditions for spiking neurons and plasticity rules to perform independent component analysis","Brito, Carlos SN","2011-07-01","BioMed Central","publication","","BMC Neuroscience","","","237955","Open Access","0.4012","0.532","7","Independent component analysis, Conditions for spiking, General conditions","Independent component analysis, Conditions for spiking, General conditions","1","2","0","",""
"10.1186/1471-2202-12-s1-p189","dedup_wf_001::8f730c1fb3c1c5f8554b45fea4d840f5","Neurosciences. Biological psychiatry. Neuropsychiatry","An abstract model of the basal ganglia, reward learning and action selection","Berthet Pierre","2011-07-01","BioMed Central","publication","","BMC Neuroscience","","","237955","Open Access","0.207","0.7364","5","Basal ganglia, Action selection, Reward prediction error","Basal ganglia, Action selection, Reward prediction error",NA,NA,"0","",""
"10.1186/1471-2202-14-s1-p227","od_______908::9c8297c7b6896f2ececa2a1489bf2712","Poster Presentation","Effects of single neuron firing patterns on network dynamics","Padmanabhan, Ajith","2013-07-01","BioMed Central","publication","","BMC Neuroscience","","","237955","Open Access","0.211","-0.5492","6","Single neuron","Single neuron",NA,NA,"","",""
"10.1186/1471-2202-14-s1-p314","od_______908::2b3c03aa9146749f0ed897df38986768","Poster Presentation","Motion based prediction and development of response to an \"on the way\" stimulus","Khoei, Mina A","2013-07-01","BioMed Central","publication","","BMC Neuroscience","","","237955","Open Access","0.6773","-0.3874","1","Motion based prediction","Motion based prediction",NA,NA,"0","",""
