"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","cited_by_tweeters_count","readers.mendeley","citation_count","readers","file_hash"
"10.1186/s12984-015-0071-z","dedup_wf_001::38f48295521b6be7d4b0761ad58f50ab","ddc:152","Comparison of eye tracking, electrooculography and an auditory brain-computer interface for binary communication: a case study with a participant in the locked-in state","Käthner, Ivo","2015-09-01","BioMed Central","publication","","Journal of NeuroEngineering and Rehabilitation","https://opus.bibliothek.uni-wuerzburg.de/files/14530/Kaethner_10.1186_s12984-015-0071-z.pdf","Background In this study, we evaluated electrooculography (EOG), an eye tracker and an auditory brain-computer interface (BCI) as access methods to augmentative and alternative communication (AAC). The participant of the study has been in the locked-in state (LIS) for 6 years due to amyotrophic lateral sclerosis. He was able to communicate with slow residual eye movements, but had no means of partner independent communication. We discuss the usability of all tested access methods and the prospects of using BCIs as an assistive technology. Methods Within four days, we tested whether EOG, eye tracking and a BCI would allow the participant in LIS to make simple selections. We optimized the parameters in an iterative procedure for all systems. Results The participant was able to gain control over all three systems. Nonetheless, due to the level of proficiency previously achieved with his low-tech AAC method, he did not consider using any of the tested systems as an additional communication channel. However, he would consider using the BCI once control over his eye muscles would no longer be possible. He rated the ease of use of the BCI as the highest among the tested systems, because no precise eye movements were required; but also as the most tiring, due to the high level of attention needed to operate the BCI. Conclusions In this case study, the partner based communication was possible due to the good care provided and the proficiency achieved by the interlocutors. To ease the transition from a low-tech AAC method to a BCI once control over all muscles is lost, it must be simple to operate. For persons, who rely on AAC and are affected by a progressive neuromuscular disease, we argue that a complementary approach, combining BCIs and standard assistive technology, can prove valuable to achieve partner independent communication and ease the transition to a purely BCI based approach. Finally, we provide further evidence for the importance of a user-centered approach in the design of new assistive devices. Electronic supplementary material The online version of this article (doi:10.1186/s12984-015-0071-z) contains supplementary material, which is available to authorized users.","288566","Open Access","0.3752","0.1275","4","Bnci horizon, Brain computer interface","Bnci horizon, Brain computer interface",NA,"74","13","",""
"10.1371/journal.pone.0053513","dedup_wf_001::565a4db4d81513c6e00e8e3852cabc62","Biotechnology","Prediction of Auditory and Visual P300 Brain-Computer Interface Aptitude","Halder, Sebastian","2013-01-01","PUBLIC LIBRARY SCIENCE","publication","","PLOS ONE","https://opus.bibliothek.uni-wuerzburg.de/files/6633/085_journal.pone.0053513.pdf","Objective: Brain-computer interfaces (BCIs) provide a non-muscular communication channel for patients with late-stage motoneuron disease (e.g., amyotrophic lateral sclerosis (ALS)) or otherwise motor impaired people and are also used for motor rehabilitation in chronic stroke. Differences in the ability to use a BCI vary from person to person and from session to session. A reliable predictor of aptitude would allow for the selection of suitable BCI paradigms. For this reason, we investigated whether P300 BCI aptitude could be predicted from a short experiment with a standard auditory oddball. Methods: Forty healthy participants performed an electroencephalography (EEG) based visual and auditory P300-BCI spelling task in a single session. In addition, prior to each session an auditory oddball was presented. Features extracted from the auditory oddball were analyzed with respect to predictive power for BCI aptitude. Results: Correlation between auditory oddball response and P300 BCI accuracy revealed a strong relationship between accuracy and N2 amplitude and the amplitude of a late ERP component between 400 and 600 ms. Interestingly, the P3 amplitude of the auditory oddball response was not correlated with accuracy. Conclusions: Event-related potentials recorded during a standard auditory oddball session moderately predict aptitude in an audiory and highly in a visual P300 BCI. The predictor will allow for faster paradigm selection. Significance: Our method will reduce strain on patients because unsuccessful training may be avoided, provided the results can be generalized to the patient population.","227632","Open Access","-0.1485","-0.0936","14","Amplitude, Aptitude in severe, Auditory and visual","Amplitude, Aptitude in severe, Auditory and visual","1","84","25","",""
"10.1371/journal.pone.0076148","dedup_wf_001::6f11cf6df0345dc87a2f64f3b1efb0e5","bci;aptitude;amplitude","Prediction of P300 BCI Aptitude in Severe Motor Impairment","Halder, Sebastian","2013-01-01","Public Library of Science","publication","","PLoS ONE","https://opus.bibliothek.uni-wuerzburg.de/files/9726/Halder_journal.pone.0076148.pdf","Brain-computer interfaces (BCIs) provide a non-muscular communication channel for persons with severe motor impairments. Previous studies have shown that the aptitude with which a BCI can be controlled varies from person to person. A reliable predictor of performance could facilitate selection of a suitable BCI paradigm. Eleven severely motor impaired participants performed three sessions of a P300 BCI web browsing task. Before each session auditory oddball data were collected to predict the BCI aptitude of the participants exhibited in the current session. We found a strong relationship of early positive and negative potentials around 200 ms (elicited with the auditory oddball task) with performance. The amplitude of the P2 (r  =  -0.77) and of the N2 (r  =  -0.86) had the strongest correlations. Aptitude prediction using an auditory oddball was successful. The finding that the N2 amplitude is a stronger predictor of performance than P3 amplitude was reproduced after initially showing this effect with a healthy sample of BCI users. This will reduce strain on the end-users by minimizing the time needed to find suitable paradigms and inspire new approaches to improve performance.","224631","Open Access","-0.2511","0.079","14","Amplitude, Aptitude in severe, Auditory and visual","Amplitude, Aptitude in severe, Auditory and visual",NA,NA,"9","",""
"10.1371/journal.pone.0101168","dedup_wf_001::895ae86735c6ee0d37e3757ba4a5fa7c","Research Article","A co-adaptive brain-computer interface for end users with severe motor impairment.","Josef Faller","","Public Library of Science (PLoS)","publication","","PLoS ONE","","Co-adaptive training paradigms for event-related desynchronization (ERD) based brain-computer interfaces (BCI) have proven effective for healthy users. As of yet, it is not clear whether co-adaptive training paradigms can also benefit users with severe motor impairment. The primary goal of our paper was to evaluate a novel cue-guided, co-adaptive BCI training paradigm with severely impaired volunteers. The co-adaptive BCI supports a non-control state, which is an important step toward intuitive, self-paced control. A secondary aim was to have the same participants operate a specifically designed self-paced BCI training paradigm based on the auto-calibrated classifier. The co-adaptive BCI analyzed the electroencephalogram from three bipolar derivations (C3, Cz, and C4) online, while the 22 end users alternately performed right hand movement imagery (MI), left hand MI and relax with eyes open (non-control state). After less than five minutes, the BCI auto-calibrated and proceeded to provide visual feedback for the MI task that could be classified better against the non-control state. The BCI continued to regularly recalibrate. In every calibration step, the system performed trial-based outlier rejection and trained a linear discriminant analysis classifier based on one auto-selected logarithmic band-power feature. In 24 minutes of training, the co-adaptive BCI worked significantly (p = 0.01) better than chance for 18 of 22 end users. The self-paced BCI training paradigm worked significantly (p = 0.01) better than chance in 11 of 20 end users. The presented co-adaptive BCI complements existing approaches in that it supports a non-control state, requires very little setup time, requires no BCI expert and works online based on only two electrodes. The preliminary results from the self-paced BCI paradigm compare favorably to previous studies and the collected data will allow to further improve self-paced BCI systems for disabled users.","247447","Open Access","-0.2002","0.359","4","Bnci horizon, Brain computer interface","Bnci horizon, Brain computer interface","2","66","18","",""
"10.1371/journal.pone.0112392","dedup_wf_001::6f880b84476f6ee435a0e9ace6ede8fc","Research Article","The User-Centered Design as Novel Perspective for Evaluating the Usability of BCI-Controlled Applications","Kübler, Andrea","2015-03-16","Public Library of Science (PLoS)","publication","","PLoS ONE","https://opus.bibliothek.uni-wuerzburg.de/files/11105/164_Kuebler_PLoS.pdf","Albeit research on brain-computer interfaces (BCI) for controlling applications has expanded tremendously, we still face a translational gap when bringing BCI to end-users. To bridge this gap, we adapted the user-centered design (UCD) to BCI research and development which implies a shift from focusing on single aspects, such as accuracy and information transfer rate (ITR), to a more holistic user experience. The UCD implements an iterative process between end-users and developers based on a valid evaluation procedure. Within the UCD framework usability of a device can be defined with regard to its effectiveness, efficiency, and satisfaction. We operationalized these aspects to evaluate BCI-controlled applications. Effectiveness was regarded equivalent to accuracy of selections and efficiency to the amount of information transferred per time unit and the effort invested (workload). Satisfaction was assessed with questionnaires and visual-analogue scales. These metrics have been successfully applied to several BCI-controlled applications for communication and entertainment, which were evaluated by end-users with severe motor impairment. Results of four studies, involving a total of N = 19 end-users revealed: effectiveness was moderate to high; efficiency in terms of ITR was low to high and workload low to medium; depending on the match between user and technology, and type of application satisfaction was moderate to high. The here suggested evaluation metrics within the framework of the UCD proved to be an applicable and informative approach to evaluate BCI controlled applications, and end-users with severe impairment and in the locked-in state were able to participate in this process.","288566","Open Access","0.4942","0.4326","8","Brain computer interface","Brain computer interface","2","82","51","",""
"10.1371/journal.pone.0123727","dedup_wf_001::c0527a2f633efd7b50d8057c94bdf460","Spinal cord injury","Individually adapted imagery improves brain-computer interface performance in end-users with disability","Scherer, Reinhold","2015-01-01","Public Library of Science (PLoS)","publication","","","https://opus.bibliothek.uni-wuerzburg.de/files/14302/Scherer_PONE.pdf","Brain-computer interfaces (BCIs) translate oscillatory electroencephalogram (EEG) patterns into action. Different mental activities modulate spontaneous EEG rhythms in various ways. Non-stationarity and inherent variability of EEG signals, however, make reliable recognition of modulated EEG patterns challenging. Able-bodied individuals who use a BCI for the first time achieve - on average - binary classification performance of about 75%. Performance in users with central nervous system (CNS) tissue damage is typically lower. User training generally enhances reliability of EEG pattern generation and thus also robustness of pattern recognition. In this study, we investigated the impact of mental tasks on binary classification performance in BCI users with central nervous system (CNS) tissue damage such as persons with stroke or spinal cord injury (SCI). Motor imagery (MI), that is the kinesthetic imagination of movement (e.g. squeezing a rubber ball with the right hand), is the \"gold standard\" and mainly used to modulate EEG patterns. Based on our recent results in able-bodied users, we hypothesized that pair- wise combination of \"brain-teaser\" (e.g. mental subtraction and mental word association) and \"dynamic imagery\" (e. g. hand and feet MI) tasks significantly increases classification performance of induced EEG patterns in the selected end-user group. Within- day (How stable is the classification within a day?) and between-day (How well does a model trained on day one perform on unseen data of day two?) analysis of variability of mental task pair classification in nine individuals confirmed the hypothesis. We found that the use of the classical MI task pair hand vs. feed leads to significantly lower classification accuracy - in average up to 15% less - in most users with stroke or SCI. User-specific selection of task pairs was again essential to enhance performance. We expect that the gained evidence will significantly contribute to make imagery-based BCI technology become accessible to a larger population of users including individuals with special needs due to CNS damage.","287774","Open Access","-0.5202","0.2871","11","Computer interface performance, Brain computer interface","Computer interface performance, Brain computer interface",NA,NA,"16","",""
"10.1371/journal.pone.0181584","dedup_wf_001::0f296a4db41ff8f7178b6d986c09c04c","Music Cognition","Composing only by thought: Novel application of the P300 brain-computer interface","Pinegger, Andreas","2017-09-01","Public Library of Science","publication","","PLoS ONE","","The P300 event-related potential is a well-known pattern in the electroencephalogram (EEG). This kind of brain signal is used for many different brain-computer interface (BCI) applications, e.g., spellers, environmental controllers, web browsers, or for painting. In recent times, BCI systems are mature enough to leave the laboratories to be used by the end-users, namely severely disabled people. Therefore, new challenges arise and the systems should be implemented and evaluated according to user-centered design (USD) guidelines. We developed and implemented a new system that utilizes the P300 pattern to compose music. Our Brain Composing system consists of three parts: the EEG acquisition device, the P300-based BCI, and the music composing software. Seventeen musical participants and one professional composer performed a copy-spelling, a copy-composing, and a free-composing task with the system. According to the USD guidelines, we investigated the efficiency, the effectiveness and subjective criteria in terms of satisfaction, enjoyment, frustration, and attractiveness. The musical participants group achieved high average accuracies: 88.24% (copy-spelling), 88.58% (copy-composing), and 76.51% (free-composing). The professional composer achieved also high accuracies: 100% (copy-spelling), 93.62% (copy-composing), and 98.20% (free-composing). General results regarding the subjective criteria evaluation were that the participants enjoyed the usage of the Brain Composing system and were highly satisfied with the system. Showing very positive results with healthy people in this study, this was the first step towards a music composing system for severely disabled people.","288566","Open Access","0.2197","0.5362","8","Brain computer interface","Brain computer interface","28","21","1","",""
"10.14279/depositonce-6488","dedup_wf_001::a2a31be7ec784202f7123d54811ea4d4","ddc:610","The hybrid Brain-Computer Interface: a bridge to assistive technology?","Müller-Putz, G. R.","2017-08-02","Technische Universität Berlin","publication","","","","Dieser Beitrag ist mit Zustimmung des Rechteinhabers aufgrund einer (DFG geförderten) Allianz- bzw. Nationallizenz frei zugänglich.
			This publication is with permission of the rights owner freely accessible due to an Alliance licence and a national licence (funded by the DFG, German Research Foundation) respectively.
			Brain-Computer Interfaces (BCIs) can be extended by other input signals to form a so-called hybrid BCI (hBCI). Such an hBCI allows the processing of several input signals with at least one brain signal for control purposes, i.e. communication and environmental control. This work shows the principle, technology and application of hBCIs and discusses future objectives.","288566","Open Access","0.6593","-0.1214","10","Ddc:610","Ddc:610",NA,NA,"","",""
"10.3389/fict.2015.00025","frontiers___::54293e0202089179db9a0bcc9c9f2e5d","teleassistance","Brain–Computer Interfaces on Track to Home: Results of the Evaluation at Disabled End-Users’ Homes and Lessons Learnt","Miralles, Felip","2015-11-25","Frontiers Media S.A.","publication","","Frontiers in ICT","","
			The BackHome system is a multifunctional BCI system, the final outcome of a User-Centered Design approach, whose ambition is to move BCI systems from laboratories into the home of people in need for their independent home use. The paper presents the results of testing and evaluation of the BackHome system with end-users at their own homes. Results show moderate to good acceptance from end-users, caregivers, and therapists, which reported promising usability levels, good user satisfaction, and levels of control in the use of services and home support based on remote monitoring tools.
			","288566","Open Access","0.0346","0.663","1","Track to home, Brain computer","Track to home, Brain computer","1","13","3","",""
"10.3389/fnhum.2013.00105/full","dedup_wf_001::47e4526a697d37f89aff946a6c814c6f","ddc:150","Prediction of brain-computer interface aptitude from individual brain structure","Halder, S.","2013-01-01","FRONTIERS RESEARCH FOUNDATION","publication","","FRONTIERS IN HUMAN NEUROSCIENCE","https://opus.bibliothek.uni-wuerzburg.de/files/9655/Halder_fnhum-2013-00105.pdf","Objective: Brain-computer interfaces (BCIs) provide a non-muscular communication channel for patients with impairments of the motor system. A significant number of BCI users is unable to obtain voluntary control of a BCI-system in proper time. This makes methods that can be used to determine the aptitude of a user necessary.Methods: We hypothesized that integrity and connectivity of involved white matter connections may serve as a predictor of individual BCI-performance. Therefore, we analyzed structural data from anatomical scans and diffusion tensor imaging (DTI) of motor imagery BCI-users differentiated into high and low BCI-aptitude groups based on their overall performance.Results: Using a machine learning classification method we identified discriminating structural brain trait features and correlated the best features with a continuous measure of individual BCI-performance. Prediction of the aptitude group of each participant was possible with near perfect accuracy (one error).Conclusions: Tissue volumetric analysis yielded only poor classification results. In contrast, the structural integrity and myelination quality of deep white matter structures such as the Corpus Callosum, Cingulum and Superior Fronto-Occipital Fascicle were positively correlated with individual BCI-performance.Significance: This confirms that structural brain traits contribute to individual performance in BCI use.","227632","Open Access","-0.429","-0.0744","12","Ddc:150","Ddc:150",NA,NA,"","",""
"10.3389/fnhum.2014.00469","dedup_wf_001::2501c2a316ad32d21c34b1591885a06e","stroke rehabilitation","Short time sports exercise boosts motor imagery patterns: implications of mental practice in rehabilitation programs","Wriessnegger, Selina C.","2014-01-01","Frontiers Media S.A.","publication","","","","Motor imagery (MI) is a commonly used paradigm for the study of motor learning or cognitive aspects of action control. The rationale for using MI training to promote the relearning of motor function arises from research on the functional correlates that MI shares with the execution of physical movements. While most of the previous studies investigating MI were based on simple movements in the present study a more attractive mental practice was used to investigate cortical activation during MI. We measured cerebral responses with functional magnetic resonance imaging (fMRI) in twenty three healthy volunteers as they imagined playing soccer or tennis before and after a short physical sports exercise. Our results demonstrated that only 10 minutes of training are enough to boost motor imagery patterns in motor related brain regions including premotor cortex and supplementary motor area (SMA) but also fronto-parietal and subcortical structures. This supports previous findings that motor imagery has beneficial effects especially in combination with motor execution when used in motor rehabilitation or motor learning processes. We conclude that sports MI combined with an interactive game environment could be a promising additional tool in future rehabilitation programs aiming to improve upper or lower limb functions or support neuroplasticity.","288566","Open Access","-0.731","0.0774","5","Stroke rehabilitation","Stroke rehabilitation","16","60","8","",""
"10.3389/fnhum.2014.01039","dedup_wf_001::eca839649369dc26e0f04e81429076b8","P300","An auditory multiclass brain-computer interface with natural stimuli: Usability evaluation with healthy participants and a motor impaired end user","Simon, Nadine","2015-01-01","Frontiers Media S.A.","publication","","Frontiers in Human Neuroscience","https://opus.bibliothek.uni-wuerzburg.de/files/12645/Kaethner_fnhum-08-01039.pdf","Brain-computer interfaces (BCIs) can serve as muscle independent communication aids. Persons, who are unable to control their eye muscles (e.g., in the completely locked-in state) or have severe visual impairments for other reasons, need BCI systems that do not rely on the visual modality. For this reason, BCIs that employ auditory stimuli were suggested. In this study, a multiclass BCI spelling system was implemented that uses animal voices with directional cues to code rows and columns of a letter matrix. To reveal possible training effects with the system, 11 healthy participants performed spelling tasks on 2 consecutive days. In a second step, the system was tested by a participant with amyotrophic lateral sclerosis (ALS) in two sessions. In the first session, healthy participants spelled with an average accuracy of 76% (3.29 bits/min) that increased to 90% (4.23 bits/min) on the second day. Spelling accuracy by the participant with ALS was 20% in the first and 47% in the second session. The results indicate a strong training effect for both the healthy participants and the participant with ALS. While healthy participants reached high accuracies in the first session and second session, accuracies for the participant with ALS were not sufficient for satisfactory communication in both sessions. More training sessions might be needed to improve spelling accuracies. The study demonstrated the feasibility of the auditory BCI with healthy users and stresses the importance of training with auditory multiclass BCIs, especially for potential end-users of BCI with disease.","288566","Open Access","0.0596","0.1159","6","Evaluation with healthy, Healthy participants, P300","Evaluation with healthy, Healthy participants, P300",NA,NA,"18","",""
"10.3389/fnins.2014.00320","dedup_wf_001::1674220968e7ba9df95b143dbdbb8064","spinal cord injury (SCI)","Non-motor tasks improve adaptive brain-computer interface performance in users with severe motor impairment","Faller, Josef","2014-10-14","Frontiers Media S.A.","publication","","Frontiers in Neuroscience","","Individuals with severe motor impairment can use event-related desynchronization (ERD) based BCIs as assistive technology. Auto-calibrating and adaptive ERD-based BCIs that users control with motor imagery tasks (“SMR-AdBCI”) have proven effective for healthy users. We aim to find an improved configuration of such an adaptive ERD-based BCI for individuals with severe motor impairment as a result of spinal cord injury (SCI) or stroke. We hypothesized that an adaptive ERD-based BCI, that automatically selects a user specific class-combination from motor-related and non motor-related mental tasks during initial auto-calibration (“Auto-AdBCI”) could allow for higher control performance than a conventional SMR-AdBCI. To answer this question we performed offline analyses on two sessions (21 data sets total) of cue-guided, five-class electroencephalography (EEG) data recorded from individuals with SCI or stroke. On data from the twelve individuals in Session 1, we first identified three bipolar derivations for the SMR-AdBCI. In a similar way, we determined three bipolar derivations and four mental tasks for the Auto-AdBCI. We then simulated both, the SMR-AdBCI and the Auto-AdBCI configuration on the unseen data from the nine participants in Session 2 and compared the results. On the unseen data of Session 2 from individuals with SCI or stroke, we found that automatically selecting a user specific class-combination from motor-related and non motor-related mental tasks during initial auto-calibration (Auto-AdBCI) significantly (p < 0.01) improved classification performance compared to an adaptive ERD-based BCI that only used motor imagery tasks (SMR-AdBCI; average accuracy of 75.7 vs. 66.3%).","247447","Open Access","-0.4634","0.3745","11","Computer interface performance, Brain computer interface","Computer interface performance, Brain computer interface","13","34","8","",""
"10.3389/fnins.2015.00207","dedup_wf_001::8ea728b54b78546ca57548bc6ddeb137","P300","Rapid P300 brain-computer interface communication with a head-mounted display","K?thner, Ivo","2015-06-01","Frontiers Media S.A.","publication","","Frontiers in Neuroscience","","Visual ERP (P300) based brain-computer interfaces (BCIs) allow for fast and reliable spelling and are intended as a muscle-independent communication channel for people with severe paralysis. However, they require the presentation of visual stimuli in the field of view of the user. A head-mounted display could allow convenient presentation of visual stimuli in situations, where mounting a conventional monitor might be difficult or not feasible (e.g., at a patient's bedside). To explore if similar accuracies can be achieved with a virtual reality (VR) headset compared to a conventional flat screen monitor, we conducted an experiment with 18 healthy participants. We also evaluated it with a person in the locked-in state (LIS) to verify that usage of the headset is possible for a severely paralyzed person. Healthy participants performed online spelling with three different display methods. In one condition a 5 × 5 letter matrix was presented on a conventional 22 inch TFT monitor. Two configurations of the VR headset were tested. In the first (glasses A), the same 5 × 5 matrix filled the field of view of the user. In the second (glasses B), single letters of the matrix filled the field of view of the user. The participant in the LIS tested the VR headset on three different occasions (glasses A condition only). For healthy participants, average online spelling accuracies were 94% (15.5 bits/min) using three flash sequences for spelling with the monitor and glasses A and 96% (16.2 bits/min) with glasses B. In one session, the participant in the LIS reached an online spelling accuracy of 100% (10 bits/min) using the glasses A condition. We also demonstrated that spelling with one flash sequence is possible with the VR headset for healthy users (mean: 32.1 bits/min, maximum reached by one user: 71.89 bits/min at 100% accuracy). We conclude that the VR headset allows for rapid P300 BCI communication in healthy users and may be a suitable display option for severely paralyzed persons.","288566","Open Access","0.2201","-0.1241","6","Evaluation with healthy, Healthy participants, P300","Evaluation with healthy, Healthy participants, P300","6","40","6","",""
"10.3389/fnins.2016.00441","dedup_wf_001::566a2f659de8623ec73d3a146ac981b9","P300","Evaluation of Different EEG Acquisition Systems Concerning Their Suitability for Building a Brain–Computer Interface: Case Studies","Pinegger, Andreas","2016-09-30","Frontiers Media S.A.","publication","","Frontiers in Neuroscience","","One important aspect in non-invasive brain?computer interface (BCI) research is to acquire the electroencephalogram (EEG) in a proper way. From an end-user perspective, it means with maximum comfort and without any extra inconveniences (e.g., washing the hair), whereas from a technical perspective, the signal quality has to be optimal to make the BCI work effectively and efficiently. In this work, we evaluated three different commercially available EEG acquisition systems that differ in the type of electrodes (gel-, water-, and dry-based), the amplifier technique, and the data transmission method. Every system was tested regarding three different aspects, namely, technical, BCI effectiveness and efficiency (P300 communication and control), and user satisfaction (comfort). We found that water-based system had the lowest short circuit noise level, the hydrogel-based system had the highest P300 spelling accuracies, and the dry electrode-based system caused the least inconveniences. Therefore, building a reliable BCI is possible with all the evaluated systems, and it is on the user to decide which system meets the given requirements best.","288566","Open Access","0.2894","0.3993","8","Brain computer interface","Brain computer interface","4","39","4","",""
