"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","cited_by_tweeters_count","readers.mendeley","citation_count","readers","file_hash"
"10.1016/j.bcp.2011.12.032","dedup_wf_001::54e73a4c683a849f13313caf790cfe3c","brain endothelial;endothelial cells;lamotrigine substrate","Lamotrigine is a substrate for OCT1 in brain endothelial cells","Dickens, David","2012-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","Biochemical Pharmacology","","","201380","Closed Access","-0.3281","-0.6427","5","Abcb single, Affect transport, Amplification system","Abcb single, Affect transport, Amplification system",NA,"40","29","",""
"10.1016/j.bmc.2010.06.057","dedup_wf_001::36371338d63fd162396e400e9c813535","Article","Synthesis and in vivo evaluation of [11C]tariquidar, a positron emission tomography radiotracer based on a third-generation P-glycoprotein inhibitor","Bauer, Florian","2010-06-22","PERGAMON-ELSEVIER SCIENCE LTD","publication","","BIOORGANIC & MEDICINAL CHEMISTRY","","The aim of this study was to develop a positron emission tomography (PET) tracer based on the dual P-glycoprotein (P-gp) breast cancer resistance protein (BCRP) inhibitor tariquidar (1) to study the interaction of 1 with P-gp and BCRP in the blood-brain barrier (BBB) in vivo. O-desmethyl-1 was synthesized and reacted with [11C]methyl triflate to afford [11C]-1. Small-animal PET imaging of [11C]-1 was performed in naïve rats, before and after administration of unlabeled 1 (15 mg/kg, n=3) or the dual P-gp/BCRP inhibitor elacridar (5 mg/kg, n=2), as well as in wild-type, Mdr1a/b(−/−), Bcrp1(−/−) and Mdr1a/b(−/−)Bcrp1(−/−) mice (n=3). In vitro autoradiography was performed with [11C]-1 using brain sections of all 4 mouse types, with and without co-incubation with unlabeled 1 or elacridar (1 μM). In PET experiments in rats, administration of unlabeled 1 or elacridar increased brain activity uptake by a factor of 3-4, whereas blood activity levels remained unchanged. In Mdr1a/b(−/−), Bcrp1(−/−) and Mdr1a/b(−/−)Bcrp1(−/−) mice, brain-to-blood ratios of activity at 25 min after tracer injection were 3.4, 1.8 and 14.5 times higher, respectively, as compared to wild-type animals. Autoradiography showed approximately 50% less [11C]-1 binding in transporter knockout mice compared to wild-type mice and significant displacement by unlabeled elacridar in wild-type and Mdr1a/b(−/−) mouse brains. Our data suggest that [11C]-1 interacts specifically with P-gp and BCRP in the BBB. However, further investigations are needed to assess if [11C]-1 behaves in vivo as a transported or a non-transported inhibitor.","201380","Open Access","0.1415","0.4022","1","Resistance protein, Positron emission tomography, Article","Resistance protein, Positron emission tomography, Article",NA,NA,"34","",""
"10.1016/j.bmc.2011.02.039","dedup_wf_001::14c4d2d6e4d6d850777c5bf94d6bdbb9","evaluation fluoroelacridar;fluoroelacridar positron;glycoprotein breast","Radiosynthesis and in vivo evaluation of 1-[F-18]fluoroelacridar as a positron emission tomography tracer for P-glycoprotein and breast cancer resistance protein","Dörner, Bernd","2011-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","Bioorganic & Medicinal Chemistry","","","201380","Closed Access","-0.686","0.0741","2","Positron emission tomography, Animal positron emission, Dependently transported","Positron emission tomography, Animal positron emission, Dependently transported",NA,NA,"16","",""
"10.1016/j.ejphar.2012.09.013","dedup_wf_001::06f3e914515a39b53b5e50436a5d9afc","Article","Interaction of HM30181 with P-glycoprotein at the murine blood-brain barrier assessed with positron emission tomography","Bauer, Florian","2012-01-01","ELSEVIER SCIENCE BV","publication","","European Journal of Pharmacology","","HM30181, a potent and selective inhibitor of the adenosine triphosphate-binding cassette transporter P-glycoprotein (Pgp), was shown to enhance oral bioavailability and improve antitumour efficacy of paclitaxel in mouse tumour models. In search for a positron emission tomography (PET) radiotracer to visualise Pgp expression levels at the blood-brain barrier (BBB), we examined the ability of HM30181 to inhibit Pgp at the murine BBB. HM30181 was shown to be approximately equipotent with the reference Pgp inhibitor tariquidar in inhibiting rhodamine 123 efflux from CCRF-CEM T cells (IC50, tariquidar: 8.2±2.0 nM, HM30181: 13.1±2.3 nM). PET scans with the Pgp substrate (R)-[11C]verapamil in FVB wild-type mice pretreated i.v. with HM30181 (10 or 21 mg/kg) failed to show significant increases in (R)-[11C]verapamil brain uptake compared with vehicle treated animals. PET scans with [11C]HM30181 showed low and not significantly different brain uptake of [11C]HM30181 in wild-type, Mdr1a/b(−/−) and Bcrp1(−/−) mice and significantly, i.e. 4.7-fold (P<0.01), higher brain uptake, relative to wild-type animals, in Mdr1a/b(−/−)Bcrp1(−/−) mice. This was consistent with HM30181 being at microdoses a dual substrate of Pgp and breast cancer resistance protein (Bcrp). In vitro autoradiography on low (EMT6) and high (EMT6Ar1.0) Pgp expressing murine breast tumour sections showed 1.9 times higher binding of [11C]HM30181 in EMT6Ar1.0 tumours (P<0.001) which was displaceable with unlabelled tariquidar, elacridar or HM30181 (1 μM). Our data suggest that HM30181 is not able to inhibit Pgp at the murine BBB at clinically feasible doses and that [11C]HM30181 is not suitable as a PET tracer to visualise cerebral Pgp expression levels.","201380","Open Access","0.0533","0.3067","1","Resistance protein, Positron emission tomography, Article","Resistance protein, Positron emission tomography, Article",NA,NA,"7","",""
"10.1016/j.eplepsyres.2012.01.012","dedup_wf_001::864b7aa4ffbb6ae0d18e686056c65700","Article","The antiepileptic drug mephobarbital is not transported by P-glycoprotein or multidrug resistance protein 1 at the blood-brain barrier: A positron emission tomography study","Mairinger, Severin","2012-01-01","ELSEVIER SCIENCE BV","publication","","EPILEPSY RESEARCH","","Aim of this study was to determine whether the carbon-11-labelled antiepileptic drug [11C]mephobarbital is a substrate of P-glycoprotein (Pgp) and can be used to assess Pgp function at the blood-brain barrier (BBB) with positron emission tomography (PET). We performed paired PET scans in rats, wild-type (FVB) and Mdr1a/b(−/−) mice, before and after intravenous administration of the Pgp inhibitor tariquidar (15 mg/kg). Brain-to-blood AUC0-60 ratios in rats and brain AUC0-60 values of [11C]mephobarbital in wild-type and Mdr1a/b(−/−) mice were similar in scan 1 and scan 2, respectively, suggesting that in vivo brain distribution of [11C]mephobarbital is not influenced by Pgp efflux. Absence of Pgp transport was confirmed in vitro by performing concentration equilibrium transport assay in cell lines transfected with MDR1 or Mdr1a. PET experiments in wild-type mice, with and without pretreatment with the multidrug resistance protein (MRP) inhibitor MK571 (20 mg/kg), and in Mrp1(−/−) mice suggested that [11C]mephobarbital is also not transported by MRPs at the murine BBB, which was also supported by in vitro transport experiments using human MRP1-transfected cells. Our results are surprising as phenobarbital, the N-desmethyl derivative of mephobarbital, has been shown to be a substrate of Pgp, which suggests that N-methylation abolishes Pgp affinity of barbiturates.","201380","Open Access","0.0537","0.1175","1","Resistance protein, Positron emission tomography, Article","Resistance protein, Positron emission tomography, Article",NA,NA,"6","",""
"10.1016/j.expneurol.2011.12.014","dedup_wf_001::4109b732580525c855fe4420690eee5b","anticonvulsant effect;effect phenobarbital;individual variation","Inter-individual variation in the anticonvulsant effect of phenobarbital in the pilocarpine rat model of temporal lobe epilepsy","Bankstahl, Marion","2012-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","EXPERIMENTAL NEUROLOGY","","","201380","Closed Access","0.3801","-0.6167","11","Temporal lobe epilepsy, Anticonvulsant effect, Case control","Temporal lobe epilepsy, Anticonvulsant effect, Case control",NA,NA,"18","",""
"10.1016/j.jneumeth.2010.04.020","dedup_wf_001::73b023f1118b0eabb23e1b512e72b120","amplification system;antigen retrieval;archival post","Immunolabeling recovery in archival, post-mortem, human brain tissue using modified antigen retrieval and the catalyzed signal amplification system","Liu, Joan Y.W.","2010-01-01","","publication","","Journal of Neuroscience Methods","","","201380","Closed Access","0.7631","-0.1268","5","Abcb single, Affect transport, Amplification system","Abcb single, Affect transport, Amplification system",NA,NA,"11","",""
"10.1016/j.neuroimage.2009.09.048","dedup_wf_001::4c2de7105f395427b7093595ea575492","a antagonist;antagonist mppf;binding serotonin","Uptake and binding of the serotonin 5-HT1A antagonist [F-18]-MPPF in brain of rats: Effects of the novel P-glycoprotein inhibitor tariquidar","la Fougere, Christian","2010-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","NEUROIMAGE","","","201380","Closed Access","0.2544","0.6178","12","Glycoprotein function, Human blood brain, Pet study","Glycoprotein function, Human blood brain, Pet study",NA,NA,"23","",""
"10.1016/j.neuroimage.2011.05.022","dedup_wf_001::accf1c06c5d910990cf8895c32fe7800","affinity flumazenil;comparison full;density affinity","Simultaneous in vivo measurements of receptor density and affinity using [C-11] flumazenil and positron emission tomography: Comparison of full saturation and steady state methods","Syvanen, Stina","2011-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","NEUROIMAGE","","","201380","Closed Access","0.3013","-0.5603","2","Positron emission tomography, Animal positron emission, Dependently transported","Positron emission tomography, Animal positron emission, Dependently transported",NA,NA,"5","",""
"10.1016/j.nucmedbio.2010.02.008","dedup_wf_001::849dfcc4c1eae63b32f2c3e0a28e7ff9","Article","Synthesis and in vivo evaluation of the putative breast cancer resistance protein inhibitor [11C]methyl 4-((4-(2-(6,7-dimethoxy-1,2,3,4-tetrahydroisoquinolin-2-yl)ethyl)phenyl)amino-carbonyl)-2-(quinoline-2-carbonylamino)benzoate","Mairinger, Severin","2010-04-08","ELSEVIER SCIENCE INC","publication","","Nuclear Medicine and Biology","","","201380","Open Access","-0.7719","-0.0518","13","Preclinical evaluation, Synthesis and preclinical, Article","Preclinical evaluation, Synthesis and preclinical, Article",NA,NA,"4","",""
"10.1016/j.nucmedbio.2011.10.017","fp7_health__::ff3f39b805ad2b199ab772f8697602a0","c d;d metabolite;metabolite c","Synthesis and preclinical evaluation of [11C]D617, a metabolite of (R)-[11C]verapamil","Verbeek, Joost","2012-01-01","","publication","","Nuclear Medicine and Biology","","","201380","Closed Access","0.5858","-0.3965","13","Preclinical evaluation, Synthesis and preclinical, Article","Preclinical evaluation, Synthesis and preclinical, Article",NA,NA,"11","",""
"10.1016/j.nucmedbio.2012.08.005","dedup_wf_001::c1e18c3be90b2899379a94be7facc3ed","Article","Synthesis and preclinical evaluation of the radiolabeled P-glycoprotein inhibitor [C-11]MC113","Mairinger, Severin","2012-01-01","ELSEVIER SCIENCE INC","publication","","NUCLEAR MEDICINE AND BIOLOGY","","","201380","Open Access","-0.6637","-0.1963","13","Preclinical evaluation, Synthesis and preclinical, Article","Preclinical evaluation, Synthesis and preclinical, Article",NA,NA,"13","",""
"10.1016/j.nucmedbio.2013.05.005","dedup_wf_001::f4550516d617c5a4bf11112649fa302f","assessment cerebral;cerebral glycoprotein;combined inhibitor","Assessment of cerebral P-glycoprotein expression and function with PET by combined [C-11]inhibitor and [C-11]substrate scans in rats","Müllauer, Julia","2013-01-01","ELSEVIER SCIENCE INC","publication","","Nuclear Medicine and Biology","","","201380","Closed Access","-0.5314","0.3016","7","Small animal pet, Pet microdosing study, Animal pet evaluation","Small animal pet, Pet microdosing study, Animal pet evaluation",NA,NA,"6","",""
"10.1016/j.nucmedbio.2013.05.012","dedup_wf_001::062a0c379ce69623ce579e0d96f4ae14","(R)-[11C]verapamil","(R)-[11C]verapamil is selectively transported by murine and human P-glycoprotein at the blood–brain barrier, and not by MRP1 and BCRP","Römermann, Kerstin","2013-10-01","Elsevier BV","publication","","Nuclear Medicine and Biology","","Introduction Positron emission tomography (PET) with [11C]verapamil, either in racemic form or in form of the (R)-enantiomer, has been used to measure the functional activity of the adenosine triphosphate-binding cassette (ABC) transporter P-glycoprotein (Pgp) at the blood?brain barrier (BBB). There is some evidence in literature that verapamil inhibits two other ABC transporters expressed at the BBB, i.e. multidrug resistance protein 1 (MRP1) and breast cancer resistance protein (BCRP). However, previous data were obtained with micromolar concentrations of verapamil and do not necessarily reflect the transporter selectivity of verapamil at nanomolar concentrations, which are relevant for PET experiments. The aim of this study was to assess the selectivity of verapamil, in nanomolar concentrations, for Pgp over MRP1 and BCRP. Methods Concentration equilibrium transport assays were performed with [3H]verapamil (5?nM) in cell lines expressing murine or human Pgp, human MRP1, and murine Bcrp1 or human BCRP. Paired PET scans were performed with (R)-[11C]verapamil in female FVB/N (wild-type), Mrp1(?/?) , Mdr1a/b(?/?) , Bcrp1(?/?) and Mdr1a/b(?/?)Bcrp1(?/?) mice, before and after Pgp inhibition with 15?mg/kg tariquidar. Results In vitro transport experiments exclusively showed directed transport of [3H]verapamil in Mdr1a- and MDR1-overexpressing cells which could be inhibited by tariquidar (0.5??M). In PET scans acquired before tariquidar administration, brain-to-blood ratio (K b,brain) of (R)-[11C]verapamil was low in wild-type (1.3???0.1), Mrp1(?/?) (1.4???0.1) and Bcrp1(?/?) mice (1.8???0.1) and high in Mdr1a/b(?/?) (6.9???0.8) and Mdr1a/b(?/?)Bcrp1(?/?) mice (7.9???0.5). In PET scans after tariquidar administration, K b,brain was significantly increased in Pgp-expressing mice (wild-type: 5.0???0.3-fold, Mrp1(?/?) : 3.2???0.6-fold, Bcrp1(?/?) : 4.3???0.1-fold) but not in Pgp knockout mice (Mdr1a/b(?/?) and Mdr1a/b(?/?)Bcrp1(?/?) ). Conclusion Our combined in vitro and in vivo data demonstrate that verapamil, in nanomolar concentrations, is selectively transported by Pgp and not by MRP1 and BCRP at the BBB, which supports the use of (R)-[11C]verapamil or racemic [11C]verapamil as PET tracers of cerebral Pgp function.","P 24894","Open Access","-0.0188","0.2631","1","Resistance protein, Positron emission tomography, Article","Resistance protein, Positron emission tomography, Article",NA,NA,"32","",""
"10.1016/s1474-4422(13)70109-1","dedup_wf_001::682ca9ce95627f19c2aabd3b14e69dcf","case control;control study;epilepsy case","P-glycoprotein expression and function in patients with temporal lobe epilepsy: a case-control study","Feldmann, Maria","2013-01-01","ELSEVIER SCIENCE INC","publication","","LANCET NEUROLOGY","","","201380","Closed Access","-0.0625","-0.4373","11","Temporal lobe epilepsy, Anticonvulsant effect, Case control","Temporal lobe epilepsy, Anticonvulsant effect, Case control","10","3","65","",""
"10.1021/ja307926g","dedup_wf_001::e707ca1b0a265caad7a959ffe2d3b623","assembly labeled;component radiochemical;labeled molecular","A One-Pot Three-Component Radiochemical Reaction for Rapid Assembly of I-125-Labeled Molecular Probes","Yan, Ran","2013-01-01","AMER CHEMICAL SOC","publication","","JOURNAL OF THE AMERICAN CHEMICAL SOCIETY","","","201342","Closed Access","-0.7492","-0.3421","5","Abcb single, Affect transport, Amplification system","Abcb single, Affect transport, Amplification system","1","41","44","",""
"10.1021/jm401764a","dedup_wf_001::8de9c8b68cb93b3bf9a3a488ace04be4","Article","Development of Purine-Derived 18F-Labeled Pro-drug Tracers for Imaging of MRP1 Activity with PET","Galante, Eva","2014-01-01","American Chemical Society","publication","","Journal of Medicinal Chemistry","","Multidrug resistance-associated protein 1 (MRP1) is a drug efflux transporter that has been implicated in the pathology of several neurological diseases, and is associated with development of multidrug resistance. To enable measurement of MRP1 function in the living brain, a series of 6-halopurines decorated with fluorinated side chains have been synthesized and evaluated as putative pro-drug tracers. The tracers were designed to undergo conjugation with glutathione within the brain, and hence form the corresponding MRP1 substrate tracers in situ. 6-Bromo-7-(2-[(18)F]fluoroethyl)purine showed good brain uptake and rapid metabolic conversion. Dynamic PET imaging demonstrated a marked difference in brain clearance rates between wild-type and mrp1 knockout mice, suggesting that the tracer can allow non-invasive assessment of MRP1 activity in vivo.","201380","Open Access","0.3951","0.4789","12","Glycoprotein function, Human blood brain, Pet study","Glycoprotein function, Human blood brain, Pet study",NA,NA,"5","",""
"10.1021/jm900940f","dedup_wf_001::b2e7e1c11dd5c8c36f2f10b77cc70c8c","assess distribution;distribution glycoprotein;elacridar radiotracer","Synthesis and Small-Animal Positron Emission Tomography Evaluation of [C-11]-Elacridar As a Radiotracer to Assess the Distribution of P-Glycoprotein at the Blood-Brain Barrier","Doerner, Bernd","2009-01-01","AMER CHEMICAL SOC","publication","","JOURNAL OF MEDICINAL CHEMISTRY","","","201380","Closed Access","-0.5778","0.1222","2","Positron emission tomography, Animal positron emission, Dependently transported","Positron emission tomography, Animal positron emission, Dependently transported",NA,NA,"36","",""
