"id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","doi","x","y","area_uri","cluster_labels","area","readers","file_hash"
"dedup_wf_001::0808f12a8b20e6fc893d6f450792b24a","Irony detection","From humor recognition to irony detection: The figurative language of social media","Reyes, Antonio","2012","ELSEVIER SCIENCE BV","","","DATA & KNOWLEDGE ENGINEERING","","The research described in this paper is focused on analyzing two playful domains of language: humor and irony, in order to identify key values components for their automatic processing. In particular, we are focused on describing a model for recognizing these phenomena in social media, such as \"tweets\". Our experiments are centered on five data sets retrieved from Twitter taking advantage of user-generated tags, such as \"#humor\" and \"#irony\". The model, which is based on textual features, is assessed on two dimensions: representativeness and relevance. The results, apart from providing some valuable insights into the creative and figurative usages of language, are positive regarding humor, and encouraging regarding irony. (C) 2012 Elsevier B.V. All rights reserved.
			The research work is partially funded by the European Commission as part of the WIQ-EI IRSES research project (Grant No. 269180) within the FP 7 Marie Curie People Framework and it has been developed in the framework of the Microcluster VLC/Campus (International Campus of Excellence) on Multimodal Intelligent Systems. The research work of the first author is partially funded by the program PAID-02-10 2257 (Universitat Politecnica de Valencia) and CONICET (Argentina).
			Cagnina, L.; Errecalde, M.; Ingaramo, D.; Rosso, P. (2014). An efficient Particle Swarm Optimization approach to cluster short texts. Information Sciences. 265:36-49. doi:10.1016/j.ins.2013.12.010
			Senia
			36
			49
			265","10.1016/j.ins.2013.12.010","0.154","-0.2669","3","Short texts, Lenguajes y sistemas informaticos","Short texts, Lenguajes y sistemas informaticos","",""
"dedup_wf_001::84c3f2bd2f86e2b77530e34fa9f94678","Statistics - Machine Learning","Squeezing bottlenecks: exploring the limits of autoencoder semantic representation capabilities","Gupta, Parth","2014","Elsevier","","","","","This is the author’s version of a work that was accepted for publication in Neurocomputing. Changes resulting from the publishing process, such as peer review, editing, corrections, structural formatting, and other quality control mechanisms may not be reflected in this document. Changes may have been made to this work since it was submitted for publication. A definitive version was subsequently published in Neurocomputing 175 (2016) 1001–1008. DOI 10.1016/j.neucom.2015.06.091.
			We present a comprehensive study on the use of autoencoders for modelling text data, in which (differently
			from previous studies) we focus our attention on the various issues. We explore the suitability of
			two different models binary deep autencoders (bDA) and replicated-softmax deep autencoders (rsDA) for
			constructing deep autoencoders for text data at the sentence level. We propose and evaluate two novel
			metrics for better assessing the text-reconstruction capabilities of autoencoders. We propose an automatic
			method to find the critical bottleneck dimensionality for text representations (below which
			structural information is lost); and finally we conduct a comparative evaluation across different languages,
			exploring the regions of critical bottleneck dimensionality and its relationship to language perplexity.
			& 2015 Elsevier B.V. All rights reserved.
			A significant part of this research work was conducted during the first author's attachment to the HLT department of I2R in Singapore. The work of the first and third authors was carried out in the framework of the WIQ-EI IRSES project (Grant no. 269180) within the FP 7 Marie Curie, the DIANA APPLICATIONS Finding Hidden Knowledge in Texts: Applications (TIN2012-38603-C02-01) project and the VLC/CAMPUS Microcluster on Multimodal Interaction in Intelligent Systems.
			Gupta, PA.; Banchs, R.; Rosso, P. (2016). Squeezing Bottlenecks: Exploring the Limits of Autoencoder Semantic Representation Capabilities. Neurocomputing. 175:1001-1008. doi:10.1016/j.neucom.2015.06.091
			Senia
			1001
			1008
			175","10.1016/j.neucom.2015.06.091","-0.0046","-0.3545","5","Autoencoder semantic representation, Squeezing bottlenecks exploring, Emotion and sentiment","Autoencoder semantic representation, Squeezing bottlenecks exploring, Emotion and sentiment","",""
"dedup_wf_001::8e5840f7868ddb59d1ceeb36758c2f1d","Arabic WordNet","On the evaluation and improvement of Arabic WordNet coverage and usability","Abouenour, Lahsen","2013","SPRINGER","","","LANGUAGE RESOURCES AND EVALUATION","","The final publication is available at Springer via http://dx.doi.org/10.1007/s10579-013-9237-0
			Built on the basis of the methods developed for Princeton WordNet and EuroWordNet, Arabic WordNet (AWN) has been an interesting project which combines WordNet structure compliance with Arabic particularities. In this paper, some AWN shortcomings related to coverage and usability are addressed. The use of AWN in question/answering (Q/A) helped us to deeply evaluate the resource from an experience-based perspective. Accordingly, an enrichment of AWN was built by semi-automatically extending its content. Indeed, existing approaches and/or resources developed for other languages were adapted and used for AWN. The experiments conducted in Arabic Q/A have shown an improvement of both AWN coverage as well as usability. Concerning coverage, a great amount of named entities extracted from YAGO were connected with corresponding AWN synsets. Also, a significant number of new verbs and nouns (including Broken Plural forms) were added. In terms of usability, thanks to the use of AWN, the performance for the AWN-based Q/A application registered an overall improvement with respect to the following three measures: accuracy (+9.27 % improvement), mean reciprocal rank (+3.6 improvement) and number of answered questions (+12.79 % improvement).
			The work presented in Sect. 2.2 was done in the framework of the bilateral Spain-Morocco AECID-PCI C/026728/09 research project. The research of the two first authors is done in the framework of the PROGRAMME D'URGENCE project (grant no. 03/2010). The research of the third author is done in the framework of WIQEI IRSES project (grant no. 269180) within the FP 7 Marie Curie People, DIANA-APPLICATIONS-Finding Hidden Knowledge in Texts: Applications (TIN2012-38603-C02-01) research project and VLC/CAMPUS Microcluster on Multimodal Interaction in Intelligent Systems. We would like to thank Manuel Montes-y-Gomez (INAOE-Puebla, Mexico) and Sandra Garcia-Blasco (Bitsnbrain, Spain) for their feedback on the work presented in Sect. 2.4. We would like finally to thank Violetta Cavalli-Sforza (Al Akhawayn University in Ifrane, Morocco) for having reviewed the linguistic level of the entire document.
			Abouenour, L.; Bouzoubaa, K.; Rosso, P. (2013). On the evaluation and improvement of arabic wordnet coverage and usability. Language Resources and Evaluation. 47(3):891-917. doi:10.1007/s10579-013-9237-0
			Senia
			891
			917
			47
			3","10.1007/s10579-013-9237-0","0.1578","-0.6526","2","Arabic wordnet, Conditional random field","Arabic wordnet, Conditional random field","",""
"dedup_wf_001::953c54afc6a9037d0188885356b33a7b","Natural Language Processing","Identifying subjective statements in news titles using a personal sense annotation framework","Panicheva, Polina","2013","WILEY-BLACKWELL","","","JOURNAL OF THE AMERICAN SOCIETY FOR INFORMATION SCIENCE AND TECHNOLOGY","","This is the accepted version of the following article: Panicheva, P.; Cardiff, J.; Rosso, P. (2013). 
			Identifying subjective statements in news titles using a personal sense annotation framework. 
			Journal of the American Society for Information Science and Technology. 64(7):1411-1422
			, which has been published in final form at http://dx.doi.org/10.1002/asi.22841.
			Subjective language contains information about private states. The goal of subjective language identification is to determine that a private state is expressed, without considering its polarity or specific emotion. A component of word meaning, \"Personal Sense,\" has clear potential in the field of subjective language identification, as it reflects a meaning of words in terms of unique personal experience and carries personal characteristics. In this paper we investigate how Personal Sense can be harnessed for the purpose of identifying subjectivity in news titles. In the process, we develop a new Personal Sense annotation framework for annotating and classifying subjectivity, polarity, and emotion. The Personal Sense framework yields high performance in a fine-grained subsentence subjectivity classification. Our experiments demonstrate lexico-syntactic features to be useful for the identification of subjectivity indicators and the targets that receive the subjective Personal Sense.
			The work of Paolo Rosso was done within the EC WIQEI IRSES project (grant no. 269180) FP 7 Marie Curie People Framework, the MICINN Text-Enterprise 2.0 project (TIN2009-13391-C04-03) Plan I+D+I, and the VLC/CAMPUS Microcluster on Multimodal Interaction in Intelligent Systems. We are grateful to the anonymous reviewers for helpful comments.
			Panicheva, P.; Cardiff, J.; Rosso, P. (2013). Identifying subjective statements in news titles using a personal sense annotation framework. Journal of the American Society for Information Science and Technology. 64(7):1411-1422. doi:10.1002/asi.22841
			Senia
			1411
			1422
			64
			7","10.1002/asi.22841","-0.6645","-0.0338","4","Sense annotation framework, Author profiling task, Authors gender","Sense annotation framework, Author profiling task, Authors gender","",""
"dedup_wf_001::a9f1358eacd7bd39531d162973f4bebf","Emotion detection","Exploring high-level features for detecting cyberpedophilia","Bogdanova, Dasha","2014","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","","","COMPUTER SPEECH AND LANGUAGE","","In this paper, we suggest a list of high-level features and study their applicability in detection of cyberpedophiles. We used a corpus of chats downloaded from http://www.perverted-justice.com and two negative datasets of different nature: cybersex logs available online, and the NPS chat corpus. The classification results show that the NPS data and the pedophiles’ conversations can be accurately discriminated from each other with character n-grams, while in the more complicated case of cybersex logs there is need for high-level features to reach good accuracy levels. In this latter setting our results show that features that model behaviour and emotion significantly outperform the low-level ones, and achieve a 97% accuracy.
			The work of Dasha Bogdanova was partially carried out during the internship at the Universitat Politecnica de Valencia (scholarship of the University of St. Petersburg). Her research was partially supported by Google Research Award. The collaboration with Thamar Solorio was possible thanks to her one-month research visit at the Universitat Politecnica de Valencia (program PAID-PAID-02-11 award n. 1932). The research work of Paolo Rosso was done in the framework of the European Commission WIQ-EI Web Information Quality Evaluation Initiative (IRSES Grant No. 269180) project within the FP 7 Marie Curie People, the DIANA-APPLICATIONS - Finding Hidden Knowledge in Texts: Applications (TIN2012-38603-0O2-01) project, and the VLC/CAMPUS Microcluster on Multimodal Interaction in Intelligent Systems.
			Bogdanova, D.; Rosso, P.; Solorio, T. (2014). Exploring high-level features for detecting cyberpedophilia. Computer Speech and Language. 28(1):108-120. doi:10.1016/j.csl.2013.04.007
			Senia
			108
			120
			28
			1","10.1016/j.csl.2013.04.007","-0.0409","-0.0196","7","Passage retrieval","Passage retrieval","",""
"dedup_wf_001::c2b11c60e1b2368e93e3a34d2d31a19c","integrated syntactic graphs","Automatic Authorship Detection Using Textual Patterns Extracted from Integrated Syntactic Graphs","Helena Gómez-Adorno","2016","MDPI AG","","","Sensors","","We apply the integrated syntactic graph feature extraction methodology to the task of automatic authorship detection. This graph-based representation allows integrating different levels of language description into a single structure. We extract textual patterns based on features obtained from shortest path walks over integrated syntactic graphs and apply them to determine the authors of documents. On average, our method outperforms the state of the art approaches and gives consistently high results across different corpora, unlike existing methods. Our results show that our textual patterns are useful for the task of authorship attribution.","10.3390/s16091374","0.658","0.1494","13","Features natural, Grams machine, Integrated syntactic graphs","Features natural, Grams machine, Integrated syntactic graphs","",""
"dedup_wf_001::c45a3da6db5d20deb0d9987aa4f06342","Passage retrieval","Voice-QA: evaluating the impact of misrecognized words on passage retrieval","Calvo Lance, Marcos","2012","Springer Verlag (Germany)","","","","https://hal.archives-ouvertes.fr/hal-00825246/document","Question Answering is an Information Retrieval task where the query is posed using natural language and the expected result is a concise answer. Voice-activated Question Answering systems represent an interesting application, where the question is formulated by speech. In these systems, an Automatic Speech Recognition module can be used to transcribe the question. Thus, recognition errors may be introduced, producing a significant effect on the answer retrieval process. In this work we study the relationship between some features of misrecognized words and the retrieval results. The features considered are the redundancy of a word in the result set and its inverse document frequency calculated over the collection. The results show that the redundancy of a word may be an important clue on whether an error on it would deteriorate the retrieval results, at least if a closed model is used for speech recognition.
			Text- Enterprise (TIN2009-13391-C04-03)
			Timpano (TIN2011-28169-C05-01)
			WIQEI IRSES (grant no. 269180) within the FP 7 Marie Curie People
			FPU Grant AP2010-4193 from the Spanish Ministerio de Educación
			Microcluster VLC/Campus on Multimodal Intelligent Systems
			Calvo Lance, M.; Buscaldi, D.; Rosso, P. (2012). Voice-QA: evaluating the impact of misrecognized words on passage retrieval. En Advances in Artificial Intelligence - IBERAMIA 2012. Springer Verlag (Germany). 462-471. doi:10.1007/978-3-642-34654-5_47
			Senia
			462
			471","10.1007/978-3-642-34654-5_47","0.4596","0.0684","7","Passage retrieval","Passage retrieval","",""
"dedup_wf_001::c5749a3da4f9e5c0e2cbb3742cf24746","Evaluation","Overview of the Evalita 2014 SENTIment POLarity Classification Task","Basile, Valerio","2014","HAL CCSD","","","","https://hal.inria.fr/hal-01228925/document","International audience; English. The SENTIment POLarity Classification Task (SENTIPOLC), a new shared task in the Evalita evaluation campaign , focused on sentiment classification at the message level on Italian tweets. It included three subtasks: subjectivity classification, polarity classification, and irony detection. SENTIPOLC was the most participated Evalita task with a total of 35 submitted runs from 11 different teams. We present the datasets and the evaluation methodology, and discuss results and participating systems. Italiano. Descriviamo modalit a e risultati della campagna di valutazione di sistemi di sentiment analysis (SENTIment POLarity Classification Task), proposta per la prima volta a \" Evalita–2014: Evaluation of NLP and Speech Tools for Ital-ian \". In SENTIPOLC e stata valutata la capacit a dei sistemi di riconoscere il sentiment espresso nei messaggi Twitter in lingua italiana. Sono stati proposti tre sotto-task: subjectivity classification, polarity classification e un sotto-task pilota di irony detection. La campagna ha susci-tato molto interesse e ricevuto un totale di 35 run inviati da 11 gruppi di partecipanti.","10.12871/clicit201429","-0.197","0.6865","11","Polarity classification task, Clef, Digital text forensics","Polarity classification task, Clef, Digital text forensics","",""
"dedup_wf_001::cacc1d6e63076e90b988a43b9de92e73","Irony detection","Making objective decisions from subjective data: Detecting irony in customer reviews","Reyes, Antonio","2012","ELSEVIER SCIENCE BV","","","DECISION SUPPORT SYSTEMS","","The research described in this work focuses on identifying key components for the task of irony detection. By means of analyzing a set of customer reviews, which are considered ironic both in social and mass media, we try to find hints about how to deal with this task from a computational point of view. Our objective is to gather a set of discriminating elements to represent irony, in particular, the kind of irony expressed in such reviews. To this end, we built a freely available data set with ironic reviews collected from Amazon. Such reviews were posted on the basis of an online viral effect; i.e. contents that trigger a chain reaction in people. The findings were assessed employing three classifiers. Initial results are largely positive, and provide valuable insights into the subjective issues of language facing tasks such as sentiment analysis, opinion mining and decision making. (C) 2012 Elsevier B.V. All rights reserved.
			National Council for Science and Technology (CONACyT - Mexico)
			European Commission [269180]
			MICINN Text-Enterprise [TIN2009-13391-C04-03]
			Reyes Pérez, A.; Rosso, P. (2012). Making objective decisions from subjective data: Detecting irony in customers reviews. Decision Support Systems. 53(4):754-760. doi:10.1016/j.dss.2012.05.027
			Senia
			754
			760
			53
			4","10.1016/j.dss.2012.05.027","-0.574","0.2313","1","Automatic irony detection, Detecting irony","Automatic irony detection, Detecting irony","",""
"dedup_wf_001::d0ee04b4fa5c1bddbfab206362e85b59","Apprentissage supervisé","L'étiquetage grammatical de l'amazighe en utilisant les propriétés n-grammes et un prétraitement de segmentation","Outahajala, Mohamed","2012","Ecole Mohammadia d’Ingénieurs","","","","","[FR] L’objectif de cet article est de présenter le premier étiqueteur grammatical amazighe. Très
			peu de ressources ont été développées pour l’amazighe et nous croyons que le
			développement d’un outil d’étiquetage grammatical est une étape préalable au traitement
			automatique de textes. Afin d'atteindre cet objectif, nous avons formé deux modèles de
			classification de séquences en utilisant les SVMs, séparateurs à vaste marge (Support Vector
			Machines) et les CRFs, champs markoviens conditionnels (Conditional Random Fields) en
			utilisant une phase de segmentation. Nous avons utilisé la technique de 10 fois la validation
			croisée pour évaluer notre approche. Les résultats montrent que les performances des SVMs
			et des CRFs sont très comparables. Dans l'ensemble, les SVMs ont légèrement dépassé les
			CRFs au niveau des échantillons (92,58% contre 92,14%) et la moyenne de précision des CRFs
			dépasse celle des SVMs (89,48% contre 89,29%). Ces résultats sont très prometteurs étant
			donné que nous avons utilisé un corpus de seulement ~ 20k mots.
			[EN] The aim of this paper is to present the first amazigh POS tagger. Very few linguistic resources
			have been developed so far for amazigh and we believe that the development of a POS tagger
			tool is the first step needed for automatic text processing. In order to achieve this endeavor,
			we have trained two sequence classification models using Support Vector Machines (SVMs)
			and Conditional Random Fields (CRFs) after using a tokenization step. We have used the 10-
			fold technique to evaluate our approach. Results show that the performance of SVMs and
			CRFs are very comparable. Across the board, SVMs outperformed CRFs on the fold level
			(92.58% vs. 92.14%) and CRFs outperformed SVMs on the 10 folds average level (89.48% vs.
			89.29%). These results are very promising considering that we have used a corpus of only ~20k
			tokens.
			EU FP7 Marie Curie PEOPLE-IRSES 269180 WiQ-Ei
			MICINN TEXT-ENTERPRISE 2.0 TIN2009-13391-C04-03 (Plan I+D+i)
			VLC/CAMPUS Microcluster on Multimodal Interaction in Intelligent Systems
			Outahajala, M.; Benajiba, Y.; Rosso, P.; Zenkouar, L. (2012). L'étiquetage grammatical de l'amazighe en utilisant les propriétés n-grammes et un prétraitement de segmentation. E-TI : la revue électronique des technologies de l'information. 6:48-61. http://hdl.handle.net/10251/47570
			Senia
			48
			61
			6","","-0.4044","0.6076","6","Apprentissage supervisé","Apprentissage supervisé","",""
"dedup_wf_001::f7e5a04eb459d7fda530d6d4c8787c3e","Plagiarism detection systems","Plagiarism meets paraphrasing: insights for the new generation in automatic plagiarism detection","Barrón-Cedeño, Alberto","2013","The MIT Press","","","COMPUTATIONAL LINGUISTICS","","Although paraphrasing is the linguistic mechanism underlying many plagiarism cases, little attention has been paid to its analysis in the framework of automatic plagiarism detection. Therefore, state-of-the-art plagiarism detectors find it difficult to detect cases of paraphrase plagiarism. In this article, we analyze the relationship between paraphrasing and plagiarism, paying special attention to which paraphrase phenomena underlie acts of plagiarism and which of them are detected by plagiarism detection systems. With this aim in mind, we created the P4P corpus, a new resource that uses a paraphrase typology to annotate a subset of the PAN-PC-10 corpus for automatic plagiarism detection. The results of the Second International Competition on Plagiarism Detection were analyzed in the light of this annotation.The presented experiments show that (i) more complex paraphrase phenomena and a high density of paraphrase mechanisms make plagiarism detection more difficult, (ii) lexical substitutions are the paraphrase mechanisms used the most when plagiarizing, and (iii) paraphrase mechanisms tend to shorten the plagiarized text. For the first time, the paraphrase mechanisms behind plagiarism have been analyzed, providing critical insights for the improvement of automatic plagiarism detection systems.
			We would like to thank the people who participated in the annotation of the P4P corpus, Horacio Rodriguez for his helpful advice as experienced researcher, and the reviewers of this contribution for their valuable comments to improve this article. This research work was partially carried out during the tenure of an ERCIM \"Alain Bensoussan\" Fellowship Programme. The research leading to these results received funding from the EU FP7 Programme 2007-2013 (grant no. 246016), the MICINN projects TEXT-ENTERPRISE 2.0 and TEXT-KNOWLEDGE 2.0 (TIN2009-13391), the EC WIQ-EI IRSES project (grant no. 269180), and the FP7 Marie Curie People Programme. The research work of A. Barron-Cedeno and M. Vila was financed by the CONACyT-Mexico 192021 grant and the MECD-Spain FPU AP2008-02185 grant, respectively. The research work of A. Barron-Cedeno was partially done in the framework of his Ph.D. at the Universitat Politecnica de Valencia.
			Barrón Cedeño, LA.; Vila, M.; Martí, MA.; Rosso, P. (2013). Plagiarism meets paraphrasing: insights for the next generation in automatic plagiarism detection. Computational Linguistics. 39(4):917-947. doi:10.1162/COLI_a_00153
			Senia
			917
			947
			39
			4","10.1162/COLI_a_00153","-0.0935","0.4779","9","Plagiarism detection, Competition on plagiarism, International competition","Plagiarism detection, Competition on plagiarism, International competition","",""
"dedup_wf_001::fe39b30f30a3a4806d4026feebe5bd8d","Supervised classification","Determining and Characterizing the Reused Text for Plagiarism Detection","Sánchez-Vega, Fernando","2013","Elsevier","","","","","An important task in plagiarism detection is determining and measuring similar text portions between a
			given pair of documents. One of the main difficulties of this task resides on the fact that reused text is
			commonly modified with the aim of covering or camouflaging the plagiarism. Another difficulty is that
			not all similar text fragments are examples of plagiarism, since thematic coincidences also tend to produce
			portions of similar text. In order to tackle these problems, we propose a novel method for detecting
			likely portions of reused text. This method is able to detect common actions performed by plagiarists
			such as word deletion, insertion and transposition, allowing to obtain plausible portions of reused text.
			We also propose representing the identified reused text by means of a set of features that denote its
			degree of plagiarism, relevance and fragmentation. This new representation aims to facilitate the recognition
			of plagiarism by considering diverse characteristics of the reused text during the classification
			phase. Experimental results employing a supervised classification strategy showed that the proposed
			method is able to outperform traditionally used approaches.
			  2012 Elsevier Ltd. All rights reserved.
			This work was done under partial support of CONACyT project Grants: 134186, and Scholarships: 258345/224483. This work is the result of the collaboration in the framework of the WIQEI IRSES project (Grant No. 269180) within the FP 7 Marie Curie. The work of the last author was in the framework of the VLC/CAMPUS Microcluster on Multimodal Interaction in Intelligent Systems.
			Sánchez-Vega, F.; Villatoro-Tello, E.; Montes-Y-Gómez, M.; Villaseñor-Pineda; Luis; Rosso, P. (2013). Determining and Characterizing the Reused Text for Plagiarism Detection. Expert Systems with Applications. 40(5):1804-1813. doi:10.1016/j.eswa.2012.09.021
			Senia
			1804
			1813
			40
			5","10.1016/j.eswa.2012.09.021","0.0177","0.2086","3","Short texts, Lenguajes y sistemas informaticos","Short texts, Lenguajes y sistemas informaticos","",""
"narcis______::4f0e1a3cb3fb646cc9e4fdecdcedae5f","children deceptive;deceptive skills;effects children","Let’s lie together: Co-presence effects on children’s deceptive skills","Swerts, M.G.J.","2012","The Association for Computational Linguistics","","","","https://pure.uvt.nl/ws/files/1430213/Swertz_Proceeding_CADD_France_W12-04_let_s_lie_together__2_.pdf","","","0.3289","0.7516","15","Children deceptive, Deceptive skills, Effects children","Children deceptive, Deceptive skills, Effects children","",""
"od______1560::16777ca9b519612dbac205d863453b20","LENGUAJES Y SISTEMAS INFORMATICOS","Recent trends in digital text forensics and its evaluation","Gollub, Tim","2013","Springer Verlag (Germany)","","","","","The final publication is available at Springer via http://dx.doi.org/10.1007/978-3-642-40802-1_28
			This paper outlines the concepts and achievements of our evaluation lab on digital text forensics, PAN 13, which called for original research and development on plagiarism detection, author identification, and author profiling. We present a standardized evaluation framework for each of the three tasks and discuss the evaluation results of the altogether 58 submitted contributions. For the first time, instead of accepting the output of software runs, we collected the softwares themselves and run them on a computer cluster at our site. As evaluation and experimentation platform we use TIRA, which is being developed at the Webis Group in Weimar. TIRA can handle large-scale software submissions by means of virtualization, sandboxed execution, tailored unit testing, and staged submission. In addition to the achieved evaluation results, a major achievement of our lab is that we now have the largest collection of state-of-the-art approaches with regard to the mentioned tasks for further analysis at our disposal.
			WIQ-EI IRSES project (Grant No. 269180) within the FP7 Marie Curie action
			Gollub, T.; Potthast, M.; Beyer, A.; Busse, M.; Rangel Pardo, FM.; Rosso, P.; Stamatatos, E.... (2013). Recent trends in digital text forensics and its evaluation. En Information Access Evaluation. Multilinguality, Multimodality, and Visualization. Springer Verlag (Germany). 282-302. doi:10.1007/978-3-642-40802-1_28
			Senia
			282
			302","10.1007/978-3-642-40802-1_28","0.2993","0.3191","11","Polarity classification task, Clef, Digital text forensics","Polarity classification task, Clef, Digital text forensics","",""
"od______1560::1f9fe8d0f185d3ca69c06da6bc9ef77c","Opinion spam","Detection of opinion spam with character n-grams","Hernández Fusilier, Donato","2015","Springer International Publishing","","","","","The final publication is available at Springer via http://dx.doi.org/10.1007/978-3-319-18117-2_21
