"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","citation_count","readers.mendeley","cited_by_tweeters_count","readers","file_hash"
"10.1016/j.artmed.2013.08.003","webcrawl____::677991a2d604b352369a30ce0220bac6","brain painting;centered design;design end","Brain Painting: Usability testing according to the user-centered design in end users with severe motor paralysis","Zickler, Claudia","2013-01-01","ELSEVIER SCIENCE BV","publication","","ARTIFICIAL INTELLIGENCE IN MEDICINE","","","224631","Closed Access","-0.1647","-0.6112","2","Severe motor, Brain painting, Brain responses","Severe motor, Brain painting, Brain responses","46","109","1","",""
"10.1016/j.artmed.2013.08.004","dedup_wf_001::c56966b6025d59b4d2f1e8a66009f145","electroencephalogram (EEG)","Transferring brain-computer interfaces beyond the laboratory: Successful application control for motor-disabled users","Leeb, Robert","2013-01-01","ELSEVIER SCIENCE BV","publication","","ARTIFICIAL INTELLIGENCE IN MEDICINE","","OBJECTIVES: Brain-computer interfaces (BCIs) are no longer only used by healthy participants under controlled conditions in laboratory environments, but also by patients and end-users, controlling applications in their homes or clinics, without the BCI experts around. But are the technology and the field mature enough for this? Especially the successful operation of applications –like text entry systems or assistive mobility devices such as tele-presence robots– requires a good level of BCI control. How much training is needed to achieve such a level? Is it possible to train naïve end-users in 10 days to successfully control such applications? <br> METHODS AND MATERIALS: In this work, we report our experiences of training 24 motor-disabled participants at rehabilitation clinics or at the end-users’ homes, without BCI experts present. We also share the lessons that we have learned through transferring BCI technologies from the lab to the user's home or clinics. <br> RESULTS: The most important outcome is that fifty percent of the participants achieved good BCI performance and could successfully control the applications (tele-presence robot and text-entry system). In the case of the tele-presence robot the participants achieved an average performance ratio of 0.87 (max. 0.97) and for the text entry application a mean of 0.93 (max. 1.0). The lessons learned and the gathered user feedback range from pure BCI problems (technical and handling), to common communication issues among the different people involved, and issues encountered while controlling the applications. <br> CONCLUSION: The points raised in this paper are very widely applicable and we anticipate that they might be faced similarly by other groups, if they move on to bringing the BCI technology to the end-user, to home environments and towards application prototype control.","224631","Open Access","0.276","0.3062","7","Covert visuospatial attention, Brain computer interfaces","Covert visuospatial attention, Brain computer interfaces","56","104",NA,"",""
"10.1016/j.clinph.2009.11.087","webcrawl____::9f09e947316dfff954776db3b9227dde","binary choices;interface binary;oddball brain","An auditory oddball brain-computer interface for binary choices","Halder, S.","2010-01-01","ELSEVIER IRELAND LTD","publication","","CLINICAL NEUROPHYSIOLOGY","","","227632","Closed Access","-0.5538","0.3295","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","86",NA,NA,"",""
"10.1016/j.clinph.2010.01.034","dedup_wf_001::01db15933ed997d072c671f73940f51a","amplitude brain;modulates p;motivation modulates","Motivation modulates the P300 amplitude during brain-computer interface use","Kleih, S. C.","2010-01-01","ELSEVIER IRELAND LTD","publication","","CLINICAL NEUROPHYSIOLOGY","","","224631","Closed Access","-0.4467","0.2758","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","90","160",NA,"",""
"10.1016/j.clinph.2011.03.019","webcrawl____::c0253474c7c17a0e711f2c245e9b109b","auditory distraction;distraction user;driven mental","Impact of auditory distraction on user performance in a brain-computer interface driven by different mental tasks","Friedrich, Elisabeth V. C.","2011-01-01","ELSEVIER IRELAND LTD","publication","","CLINICAL NEUROPHYSIOLOGY","","","224631","Closed Access","-0.2525","-0.0753","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","6",NA,NA,"",""
"10.1016/j.clinph.2011.11.082","dedup_wf_001::34277bec1d17ea33d681b7e6966755ff","error related;healthy users;impairment increases","Online use of error-related potentials in healthy users and people with severe motor impairment increases performance of a P300-BCI","Spueler, Martin","2012-01-01","ELSEVIER IRELAND LTD","publication","","CLINICAL NEUROPHYSIOLOGY","","","227632","Closed Access","0.1507","-0.588","2","Severe motor, Brain painting, Brain responses","Severe motor, Brain painting, Brain responses","49",NA,NA,"",""
"10.1016/j.clinph.2012.11.006","webcrawl____::9051d75517f135524eb54e5ea3af8bce","neurodegenerative disease;effectively prevent;face stimuli","Face stimuli effectively prevent brain-computer interface inefficiency in patients with neurodegenerative disease","Kaufmann, Tobias","2013-01-01","ELSEVIER IRELAND LTD","publication","","CLINICAL NEUROPHYSIOLOGY","","","224631","Closed Access","-0.5443","-0.2984","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","75",NA,NA,"",""
"10.1016/j.clinph.2012.11.010","webcrawl____::4c4577fbf4e6a4ba5d1ed9a4312ea256","class imagery;evaluation class;long term","Long-term evaluation of a 4-class imagery-based brain-computer interface","Friedrich, Elisabeth V. C.","2013-01-01","ELSEVIER IRELAND LTD","publication","","CLINICAL NEUROPHYSIOLOGY","","","258169","Closed Access","-0.6105","-0.2506","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","26",NA,NA,"",""
"10.1016/j.clinph.2013.02.019","dedup_wf_001::b9f50ff42539aff5bb5050dcb3786764","activity parietal;brain regions;mirror activity","Watching object related movements modulates mirror-like activity in parietal brain regions","Wriessnegger S.C.","2013-01-01","ELSEVIER IRELAND LTD","publication","","Clinical Neurophysiology","","","299566","Closed Access","-0.1525","-0.7466","3","Eeg signals, Brain functional, Brain regions","Eeg signals, Brain functional, Brain regions","6","40",NA,"",""
"10.1016/j.clinph.2015.06.004","core_ac_uk__::181f2e69b3cc223a709b323bbd4e33fc","feedback;ud ud;funnel","The effect of multimodal and enriched feedback on SMR-BCI performance","Sollfrank, T.","2016-01-01","Elsevier","publication","","","http://eprints.gla.ac.uk/108149/1/108149.pdf","Objective\ud \ud This study investigated the effect of multimodal (visual and auditory) continuous feedback with information about the uncertainty of the input signal on motor imagery based BCI performance. A liquid floating through a visualization of a funnel (funnel feedback) provided enriched visual or enriched multimodal feedback.\ud \ud Methods\ud \ud In a between subject design 30 healthy SMR-BCI naive participants were provided with either conventional bar feedback (CB), or visual funnel feedback (UF), or multimodal (visual and auditory) funnel feedback (MF). Subjects were required to imagine left and right hand movement and were trained to control the SMR based BCI for five sessions on separate days.\ud \ud Results\ud \ud Feedback accuracy varied largely between participants. The MF feedback lead to a significantly better performance in session 1 as compared to the CB feedback and could significantly enhance motivation and minimize frustration in BCI use across the five training sessions.\ud \ud Conclusion\ud \ud The present study demonstrates that the BCI funnel feedback allows participants to modulate sensorimotor EEG rhythms. Participants were able to control the BCI with the funnel feedback with better performance during the initial session and less frustration compared to the CB feedback.\ud \ud Significance\ud \ud The multimodal funnel feedback provides an alternative to the conventional cursorbar feedback for training subjects to modulate their sensorimotor rhythms.","224631","Open Access","0.6883","-0.1487","7","Covert visuospatial attention, Brain computer interfaces","Covert visuospatial attention, Brain computer interfaces","6",NA,NA,"",""
"10.1016/j.ijpsycho.2011.11.018","webcrawl____::5dcce34e1e8bea5adc98642221dd73c8","effects resting;heart rate;p brain","Effects of resting heart rate variability on performance in the P300 brain-computer interface","Kaufmann, Tobias","2012-01-01","ELSEVIER SCIENCE BV","publication","","INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY","","","224631","Closed Access","-0.3207","0.3807","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","14",NA,NA,"",""
"10.1016/j.neunet.2009.07.020","webcrawl____::dad6b6e12e2fd3c8541edb0b3f566324","domain parameters;feature eeg;parameters feature","Time Domain Parameters as a feature for EEG-based Brain-Computer Interfaces","Vidaurre, Carmen","2009-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","NEURAL NETWORKS","","","216886","Closed Access","-0.7094","0.0685","5","Coadaptive calibration, Based coadaptive, Bci efficiency","Coadaptive calibration, Based coadaptive, Bci efficiency","112",NA,NA,"",""
"10.1016/j.neuroimage.2011.01.021","dedup_wf_001::3225e03a04abb08bbdb86dbb3a69b938","interface control;mechanisms brain;neural mechanisms","Neural mechanisms of brain-computer interface control","Halder, S.","2011-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","NEUROIMAGE","","","224631","Closed Access","-0.3769","0.1083","1","Based brain computer, Gaze independent, Brain computer interface","Based brain computer, Gaze independent, Brain computer interface","80","208",NA,"",""
"10.1016/j.neuroimage.2013.04.097","webcrawl____::ac09d5a371f2dabdf92a774ab36bd962","cortical effects;effects user;fnirs eeg","Cortical effects of user training in a motor imagery based brain-computer interface measured by fNIRS and EEG","Kaiser, Vera","2014-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","NEUROIMAGE","","","224631","Closed Access","-0.2315","-0.3669","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","45",NA,NA,"",""
"10.1016/j.neuroimage.2013.06.039","dedup_wf_001::02060974e0c6ad6a724f4801d4847d63","Quantitative Biology - Neurons and Cognition","Multiscale topological properties of functional brain networks during motor imagery after stroke","Fallani, Fabrizio De Vico","2013-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","NEUROIMAGE","","In recent years, network analyses have been used to evaluate brain reorganization following stroke. However, many studies have often focused on single topological scales, leading to an incomplete model of how focal brain lesions affect multiple network properties simultaneously and how changes on smaller scales influence those on larger scales. In an EEG-based experiment on the performance of hand motor imagery (MI) in 20 patients with unilateral stroke, we observed that the anatomic lesion affects the functional brain network on multiple levels. In the beta (13-30 Hz) frequency band, the MI of the affected hand (Ahand) elicited a significantly lower smallworldness and local efficiency (Eloc) versus the unaffected hand (Uhand). Notably, the abnormal reduction in Eloc significantly depended on the increase in interhemispheric connectivity, which was in turn determined primarily by the rise in regional connectivity in the parieto-occipital sites of the affected hemisphere. Further, in contrast to the Uhand MI, in which significantly high connectivity was observed for the contralateral sensorimotor regions of the unaffected hemisphere, the regions that increased in connection during the Ahand MI lay in the frontal and parietal regions of the contralaterally affected hemisphere. Finally, the overall sensorimotor function of our patients, as measured by Fugl-Meyer Assessment (FMA) index, was significantly predicted by the connectivity of their affected hemisphere. These results increase our understanding of stroke-induced alterations in functional brain networks.","224631","Open Access","0.3062","-0.679","3","Eeg signals, Brain functional, Brain regions","Eeg signals, Brain functional, Brain regions","25",NA,NA,"",""
"10.1016/j.neuroimage.2013.07.079","dedup_wf_001::debadbf3dde7444095f08568b015cb5a","Cognitive Neuroscience","SPoC: A novel framework for relating the amplitude of neuronal oscillations to behaviorally relevant parameters","Daehne, Sven","2014-01-01","ACADEMIC PRESS INC ELSEVIER SCIENCE","publication","","NEUROIMAGE","","","224631","Open Access","-0.0461","-0.8154","11","Auditory bcis, Bandpower signals, Biosignal transmission","Auditory bcis, Bandpower signals, Biosignal transmission","32","133",NA,"",""
"10.1038/srep13893","dedup_wf_001::3fadcd6695d823b07656a1d3142bc9c3","Article","Teaching brain-machine interfaces as an alternative paradigm to neuroprosthetics control","Iñaki Iturrate","2015-09-10","Nature Publishing Group","publication","","Scientific Reports","","Brain-machine interfaces (BMI) usually decode movement parameters from cortical activity to control neuroprostheses. This requires subjects to learn to modulate their brain activity to convey all necessary information, thus imposing natural limits on the complexity of tasks that can be performed. Here we demonstrate an alternative and complementary BMI paradigm that overcomes that limitation by decoding cognitive brain signals associated with monitoring processes relevant for achieving goals. In our approach the neuroprosthesis executes actions that the subject evaluates as erroneous or correct, and exploits the brain correlates of this assessment to learn suitable motor behaviours. Results show that, after a short user’s training period, this teaching BMI paradigm operated three different neuroprostheses and generalized across several targets. Our results further support that these error-related signals reflect a task-independent monitoring mechanism in the brain, making this teaching paradigm scalable. We anticipate this BMI approach to become a key component of any neuroprosthesis that mimics natural motor control as it enables continuous adaptation in the absence of explicit information about goals. Furthermore, our paradigm can seamlessly incorporate other cognitive signals and conventional neuroprosthetic approaches, invasive or non-invasive, to enlarge the range and complexity of tasks that can be accomplished.","224631","Open Access","0.0496","-0.4482","3","Eeg signals, Brain functional, Brain regions","Eeg signals, Brain functional, Brain regions","19","90","20","",""
"10.1080/00140139.2012.661084","dedup_wf_001::dd526cefd34a5eeb8fa0beb58fb09625","attention p; covert;covert attention","A covert attention P300-based brain-computer interface: Geospell","Aloise, Fabio","2012-01-01","TAYLOR & FRANCIS LTD","publication","","ERGONOMICS","","","224332","Closed Access","-0.6188","0.0028","1","Based brain computer, Gaze independent, Brain computer interface","Based brain computer, Gaze independent, Brain computer interface","32",NA,NA,"",""
"10.1080/2326263x.2015.1008956","dedup_wf_001::de52357e8dca1883d81895e2c485bde9","bnci horizon","BNCI Horizon 2020: Towards a roadmap for the BCI community","Brunner, Clemens","2015-01-01","","publication","","","https://dspace.library.uu.nl/bitstream/1874/350349/1/Horizon.pdf","The brain-computer interface (BCI) field has grown dramatically over the past few years, but there are still no coordinated efforts to ensure efficient communication and collaboration among key stakeholders. The European Commission (EC) has recently renewed their efforts to establish such a coordination effort by funding a coordination and support action for the BCI community called ‘BNCI Horizon 2020’ after the ‘Future BNCI’ project. Major goals of this new project include developing a roadmap for the next decade and beyond, encouraging discussion and collaboration within the BCI community, fostering communication with the general public, and the foundation of an international BCI Society. We present a short overview of current and past EU-funded BCI projects and provide evidence of a growing research and industrial community. Efficient communication also entails the establishment of clear terminology, which is a major goal of BNCI Horizon 2020. To this end, we give a brief overview of current BCI-related terms and definitions. A major networking activity in the project was the BNCI Horizon 2020 Retreat in Hallstatt, Austria. Over 60 experts participated in this event to discuss the future of the BCI field in a series of plenary talks, targeted discussions, and parallel focus sessions. A follow-up event was the EU BCI Day at the 6th International Brain-Computer Interface Conference in Graz, Austria. This networking event included plenary talks by eight companies and representatives from all seven ongoing EU research projects, poster presentations, demos, and discussions. Another goal of BNCI Horizon 2020 is the foundation of an official BCI Society. In this article, we summarize the current status of this process. Finally, we present visions for future BCI applications developed within BNCI Horizon 2020 using input from external BCI experts as well. We identify common themes and conclude with six exemplary use cases.","224051","Open Access","0.5727","0.4","9","Hybrid bci, Bci results, Bnci horizon","Hybrid bci, Bci results, Bnci horizon","42","142","14","",""
"10.1088/1741-2560/10/3/036025","webcrawl____::a217bcd1ca683a6e2b319c6c81a1c280","dynamic stopping;evaluation dynamic;interfaces systematic","Optimizing event-related potential based brain-computer interfaces: a systematic evaluation of dynamic stopping methods","Schreuder, Martijn","2013-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224631","Closed Access","-0.4448","-0.3759","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","42","41","6","",""
"10.1088/1741-2560/10/5/056007","dedup_wf_001::738442417b601155fd31cc78685070fc","Brain-computer Interface","An online EEG BCI based on covert visuospatial attention in absence of exogenous stimulation","Tonin, L.","2013-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","Objective. In this work we present—for the first time—the online operation of an electroencephalogram (EEG) brain–computer interface (BCI) system based on covert visuospatial attention (CVSA), without relying on any evoked responses. Electrophysiological correlates of pure top-down CVSA have only recently been proposed as a control signal for BCI. Such systems are expected to share the ease of use of stimulus-driven BCIs (e.g. P300, steady state visually evoked potential) with the autonomy afforded by decoding voluntary modulations of ongoing activity (e.g. motor imagery). Approach. Eight healthy subjects participated in the study. EEG signals were acquired with an active 64-channel system. The classification method was based on a time-dependent approach tuned to capture the most discriminant spectral features of the temporal evolution of attentional processes. The system was used by all subjects over two days without retraining, to verify its robustness and reliability. Main results. We report a mean online accuracy across the group of 70.6 ± 1.5%, and 88.8 ± 5.8% for the best subject. Half of the participants produced stable features over the entire duration of the study. Additionally, we explain drops in performance in subjects showing stable features in terms of known electrophysiological correlates of fatigue, suggesting the prospect of online monitoring of mental states in BCI systems. Significance. This work represents the first demonstration of the feasibility of an online EEG BCI based on CVSA. The results achieved suggest the CVSA BCI as a promising alternative to standard BCI modalities.","224631","Open Access","0.3359","-0.0182","7","Covert visuospatial attention, Brain computer interfaces","Covert visuospatial attention, Brain computer interfaces","14","61","5","",""
"10.1088/1741-2560/11/3/036003","dedup_wf_001::e9923e7ce9e9829d61c5c6e3aca9b7ed","hybrid BCI","Clinical evaluation of BrainTree, a motor imagery hybrid BCI speller","Perdikis, Serafeim","2014-01-01","Institute of Physics (Bristol)","publication","","","http://eprints.gla.ac.uk/93305/1/93305.pdf","Objective. While brain–computer interfaces (BCIs) for communication have reached considerable technical maturity, there is still a great need for state-of-the-art evaluation by the end-users outside laboratory environments. To achieve this primary objective, it is necessary to augment a BCI with a series of components that allow end-users to type text effectively. Approach. This work presents the clinical evaluation of a motor imagery (MI) BCI text-speller, called BrainTree, by six severely disabled end-users and ten able-bodied users. Additionally, we define a generic model of code-based BCI applications, which serves as an analytical tool for evaluation and design. Main results. We show that all users achieved remarkable usability and efficiency outcomes in spelling. Furthermore, our model-based analysis highlights the added value of human–computer interaction techniques and hybrid BCI error-handling mechanisms, and reveals the effects of BCI performances on usability and efficiency in code-based applications. Significance. This study demonstrates the usability potential of code-based MI spellers, with BrainTree being the first to be evaluated by a substantial number of end-users, establishing them as a viable, competitive alternative to other popular BCI spellers. Another major outcome of our model-based analysis is the derivation of a 80% minimum command accuracy requirement for successful code-based application control, revising upwards previous estimates attempted in the literature.","224631","Open Access","0.4545","0.3062","9","Hybrid bci, Bci results, Bnci horizon","Hybrid bci, Bci results, Bnci horizon","26","59",NA,"",""
"10.1088/1741-2560/8/2/025009","webcrawl____::7eab24668faf69574f60ec05d7b28d77"," adaptive;adaptive calibration;bci efficiency","Co-adaptive calibration to improve BCI efficiency","Vidaurre, Carmen","2011-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224631","Closed Access","0.4481","0.5925","5","Coadaptive calibration, Based coadaptive, Bci efficiency","Coadaptive calibration, Based coadaptive, Bci efficiency","70","106",NA,"",""
"10.1088/1741-2560/8/2/025011","webcrawl____::75ede2e2c11a1588b895495bbea02e71","electromyographic activities;based fusion;electroencephalographic electromyographic","A hybrid brain-computer interface based on the fusion of electroencephalographic and electromyographic activities","Leeb, Robert","2011-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224631","Closed Access","-0.527","-0.168","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","74",NA,NA,"",""
"10.1088/1741-2560/8/2/025012","webcrawl____::3997c6bf50077b89ef96e0d8c1374087","csp patches;ensemble optimized;evaluation study","CSP patches: an ensemble of optimized spatial filters. An evaluation study","Sannelli, Claudia","2011-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224631","Closed Access","-0.3909","-0.6405","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","17",NA,NA,"",""
"10.1088/1741-2560/8/2/025020","dedup_wf_001::1dfbee63a36f9b14cad4d753453ee5d0","cortical responsiveness;impact motor;interface training","Sensorimotor rhythm-based brain-computer interface training: the impact on motor cortical responsiveness","Pichiorri, F.","2011-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224631","Closed Access","-0.3896","-0.2883","4","Based brain computer, Brain computer interfaces, Assistive technology","Based brain computer, Brain computer interfaces, Assistive technology","62",NA,NA,"",""
"10.1088/1741-2560/8/2/025025","webcrawl____::c21e805e5e588bd37df158f7637cb713","asynchronous approach;control asynchronous;environmental control","P300-based brain-computer interface for environmental control: an asynchronous approach","Aloise, F.","2011-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224332","Closed Access","-0.4275","0.0442","1","Based brain computer, Gaze independent, Brain computer interface","Based brain computer, Gaze independent, Brain computer interface","39",NA,NA,"",""
"10.1088/1741-2560/8/2/025028","webcrawl____::9517d1ce7c13aa3496f1b9a7cc9aa41f","application operated;communication application;measurement communication","Workload measurement in a communication application operated through a P300-based brain-computer interface","Riccio, A.","2011-01-01","IOP PUBLISHING LTD","publication","","JOURNAL OF NEURAL ENGINEERING","","","224631","Closed Access","-0.4697","0.1725","1","Based brain computer, Gaze independent, Brain computer interface","Based brain computer, Gaze independent, Brain computer interface","40",NA,NA,"",""
