"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","citation_count","readers.mendeley","cited_by_tweeters_count","readers","file_hash"
"10.1007/s10529-011-0614-8","dedup_wf_001::f5b8648219d181e8b295f891291e231a","[INFO.INFO-BT] Computer Science [cs]/Biotechnology","Enhanced cardiac differentiation of mouse embryonic stem cells by use of the slow-turning, lateral vessel (STLV) bioreactor","Rungarunlert, Sasitorn","2011-04-08","Springer Verlag","publication","","Biotechnology Letters","https://hal.archives-ouvertes.fr/hal-00686172/document","Abstract
			        Embryoid body (EB) formation is a common intermediate during in vitro differentiation of pluripotent stem cells into specialized cell types. We have optimized the slow-turning, lateral vessel (STLV) for large scale and homogenous EB production from mouse embryonic stem cells. The effects of inoculating different cell numbers, time of EB adherence to gelatin-coated dishes, and rotation speed for optimal EB formation and cardiac differentiation were investigated. Using 3 ? 105 cells/ml, 10 rpm rotary speed and plating of EBs onto gelatin-coated surfaces three days after culture, were the best parameters for optimal size and EB quality on consequent cardiac differentiation. These optimized parameters enrich cardiac differentiation in ES cells when using the STLV method.
			phone: +36-20-510-9632 (Dinnyes,  Andras)
			nut_vs@yahoo.com (Rungarunlert,  Sasitorn)
			nuttha.klincumhom@biotalentum.hu (Klincumhom,  Nuttha)
			istvan.bock@biotalentum.hu (Bock,  Istvan)
			csilla.nemes@biotalentum.hu (Nemes,  Csilla)
			Mongkol.T@chula.ac.th (Techakumphu,  Mongkol)
			melinda.pirity@biotalentum.hu (Pirity,  Melinda K.)
			andras.dinnyes@biotalentum.hu (Dinnyes,  Andras)
			BioTalentum Ltd. - Aulich Lajos u. 26 - 2100 - Godollo - HUNGARY (Rungarunlert,  Sasitorn)
			Department of Obstetrics, Gynaecology and Reproduction, Faculty of Veterinary Science, Chulalongkorn University - 10330 - Bangkok - THAILAND (Rungarunlert,  Sasitorn)
			BioTalentum Ltd. - Aulich Lajos u. 26 - 2100 - Godollo - HUNGARY (Klincumhom,  Nuttha)
			Department of Obstetrics, Gynaecology and Reproduction, Faculty of Veterinary Science, Chulalongkorn University - 10330 - Bangkok - THAILAND (Klincumhom,  Nuttha)
			BioTalentum Ltd. - Aulich Lajos u. 26 - 2100 - Godollo - HUNGARY (Bock,  Istvan)
			Molecular Animal Biotechnology Laboratory, Szent Istvan University - 2100 - Godollo - HUNGARY (Bock,  Istvan)
			BioTalentum Ltd. - Aulich Lajos u. 26 - 2100 - Godollo - HUNGARY (Nemes,  Csilla)
			Department of Obstetrics, Gynaecology and Reproduction, Faculty of Veterinary Science, Chulalongkorn University - 10330 - Bangkok - THAILAND (Techakumphu,  Mongkol)
			BioTalentum Ltd. - Aulich Lajos u. 26 - 2100 - Godollo - HUNGARY (Pirity,  Melinda K.)
			BioTalentum Ltd. - Aulich Lajos u. 26 - 2100 - Godollo - HUNGARY (Dinnyes,  Andras)
			Molecular Animal Biotechnology Laboratory, Szent Istvan University - 2100 - Godollo - HUNGARY (Dinnyes,  Andras)
			HUNGARY
			THAILAND
			Registration: 2011-03-31
			Received: 2011-02-15
			Accepted: 2011-03-28
			ePublished: 2011-04-08","234390","Open Access","0.0293","0.4834","12","Cell tumors, Differentiation of mouse, Embryonic stem cells","Cell tumors, Differentiation of mouse, Embryonic stem cells",12,NA,NA,"",""
"10.1007/s11357-013-9578-z","dedup_wf_001::15e9681631de29377cf734b44540da29","Article","Adjustment for smoking does not alter the FOXO3A association with longevity","Däumer, Carolin","2013-09-07","Springer Netherlands","publication","","AGE","","Human longevity is a multifactorial phenotype influenced by both genetic and environmental factors. Despite its heritability of 25–32 %, the genetic background of longevity is as yet largely unexplained. Apart from APOE status, variation in the FOXO3A gene is the only confirmed genetic contributor to survival into old age. On the other hand, FOXO3A activity is known to be downregulated in various cancers, and the gene was recently identified as a novel deletion hotspot in human lung adenocarcinoma. In view of the strong association between smoking and lung cancer, we set out to explore whether smoking modifies the known association between FOXO3A variation and longevity. To this end, we conducted a case–control study in two different populations, drawing upon extensive collections of old-aged individuals and younger controls available to us (1,613 German centenarians/nonagenarians and 1,104 controls; 1,088 Danish nonagenarians and 736 controls). In the German sample, 21 single nucleotide polymorphisms (SNPs) from the FOXO3A gene region were genotyped, whereas 15 FOXO3A SNPs were analyzed in the Danish sample. Eight SNPs were typed in both populations. Logistic regression analysis revealed that adjustment for smoking does not systematically alter the association between FOXO3A variation and longevity in neither population. Our analysis therefore suggests that the said association is not largely due to the confounding effects of lung cancer.","202047","Open Access","0.0658","-0.6101","3","Human longevity, Association study, Case control","Human longevity, Association study, Case control",4,"9","2","",""
"10.1007/s12307-009-0029-4","dedup_wf_001::600a0a21110e6961fbede31825d873d9","Article","Program-Abstracts","","2009-01-01","Springer Netherlands","publication","","Cancer Microenvironment","","","202047","Open Access","-0.5987","-0.4522","4","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling",0,NA,NA,"",""
"10.1016/j.aml.2010.04.008","dedup_wf_001::9755596c5cac99a4b6d798e71ff1bc42","Applied Mathematics","Modeling the hiding–learning dynamics in large living systems","Bellomo, N.","2010-08-01","Elsevier BV","publication","","Applied Mathematics Letters","","","202047","Open Access","-0.66","0.221","11","Applied mathematics, Complex systems, Mathematical tools","Applied mathematics, Complex systems, Mathematical tools",13,NA,NA,"",""
"10.1016/j.aml.2010.07.001","dedup_wf_001::e5918bb652d5e286d8bce302688e8030","Applied Mathematics","On the modeling of nonlinear interactions in large complex systems","Bellomo, N.","2010-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","APPLIED MATHEMATICS LETTERS","","","202047","Open Access","-0.5601","0.2282","11","Applied mathematics, Complex systems, Mathematical tools","Applied mathematics, Complex systems, Mathematical tools",13,NA,NA,"",""
"10.1016/j.aml.2011.05.007","dedup_wf_001::e2beddfab9559316faeaab866d1ec2ac","Applied Mathematics","On the modeling of collective learning dynamics","De Lillo, S.","2011-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","Applied Mathematics Letters","","","202047","Open Access","-0.6704","0.2998","11","Applied mathematics, Complex systems, Mathematical tools","Applied mathematics, Complex systems, Mathematical tools",9,NA,NA,"",""
"10.1016/j.aml.2011.09.043","dedup_wf_001::3e8d256037c16dc561a223ddba912674","Applied Mathematics","On a class of integro-differential equations modeling complex systems with nonlinear interactions","Arlotti, L.","2012-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","APPLIED MATHEMATICS LETTERS","","","202047","Open Access","-0.5008","0.1473","11","Applied mathematics, Complex systems, Mathematical tools","Applied mathematics, Complex systems, Mathematical tools",15,NA,NA,"",""
"10.1016/j.arr.2011.09.003","dedup_wf_001::7013bc869b060c97018f4017ddfc7285","Article","Gadd45 proteins: Relevance to aging, longevity and age-related pathologies","Moskalev, Alexey A.","2011-10-05","ELSEVIER IRELAND LTD","publication","","Ageing Research Reviews","","The Gadd45 proteins have been intensively studied, in view of their important role in key cellular processes. Indeed, the Gadd45 proteins stand at the crossroad of the cell fates by controlling the balance between cell (DNA) repair, eliminating (apoptosis) or preventing the expansion of potentially dangerous cells (cell cycle arrest, cellular senescence), and maintaining the stem cell pool. However, the biogerontological aspects have not thus far received sufficient attention. Here we analyzed the pathways and modes of action by which Gadd45 members are involved in aging, longevity and age-related diseases. Because of their pleiotropic action, a decreased inducibility of Gadd45 members may have far-reaching consequences including genome instability, accumulation of DNA damage, and disorders in cellular homeostasis – all of which may eventually contribute to the aging process and age-related disorders (promotion of tumorigenesis, immune disorders, insulin resistance and reduced responsiveness to stress). Most recently, the dGadd45 gene has been identified as a longevity regulator in Drosophila. Although further wide-scale research is warranted, it is becoming increasingly clear that Gadd45s are highly relevant to aging, age-related diseases (ARDs) and to the control of life span, suggesting them as potential therapeutic targets in ARDs and pro-longevity interventions.","202047","Open Access","0.3272","-0.3439","1","Age related diseases, Longevity and age, Ageing genomic resources","Age related diseases, Longevity and age, Ageing genomic resources",53,"65",NA,"",""
"10.1016/j.arr.2012.02.001","dedup_wf_001::d54c4e53066c09750f3f6f8f256bd118","aging prism;koch criteria;damage repair","The role of DNA damage and repair in aging through the prism of Koch-like criteria","Moskalev, Alexey A.","2013-01-01","ELSEVIER IRELAND LTD","publication","","AGEING RESEARCH REVIEWS","","","202047","Closed Access","0.3757","-0.6664","4","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling",85,"177",NA,"",""
"10.1016/j.biocel.2008.08.026","dedup_wf_001::776cf68621b6bd7320323d2b76c46231","crossroad longevity;disease networks;hubs crossroad","The signaling hubs at the crossroad of longevity and age-related disease networks","Wolfson, Marina","2009-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","INTERNATIONAL JOURNAL OF BIOCHEMISTRY & CELL BIOLOGY","","","202047","Closed Access","-0.3901","-0.6045","1","Age related diseases, Longevity and age, Ageing genomic resources","Age related diseases, Longevity and age, Ageing genomic resources",50,NA,NA,"",""
"10.1016/j.biochi.2012.06.023","dedup_wf_001::f46e74784410e340054f915d97eafbc5","cancer utr;cell signature;chg methylation","The stem cell signature of CHH/CHG methylation is not present in 271 cancer associated 5 ' UTR gene regions","Pulverer, Walter","2012-01-01","ELSEVIER FRANCE-EDITIONS SCIENTIFIQUES MEDICALES ELSEVIER","publication","","BIOCHIMIE","","","202047","Closed Access","0.4237","-0.3221","9","Gene expression signatures, Anatomical gene, Cell signature","Gene expression signatures, Anatomical gene, Cell signature",9,NA,NA,"",""
"10.1016/j.camwa.2010.11.003","dedup_wf_001::3aa7c5382569ed46ba73b6659c98762f","bifurcation diagrams;diagrams moments;keloid immune","Bifurcation diagrams for the moments of a kinetic type model of keloid-immune system competition","Bianca, Carlo","2011-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","COMPUTERS & MATHEMATICS WITH APPLICATIONS","","","202047","Closed Access","-0.5404","0.4502","8","Living systems focusing, Computational theory and mathematics, Developmental biology","Living systems focusing, Computational theory and mathematics, Developmental biology",16,NA,NA,"",""
"10.1016/j.camwa.2011.01.024","dedup_wf_001::673290e99788a0634d3be7a3d6f0afac","Computational Theory and Mathematics","On the modelling of genetic mutations and immune system competition","Bianca, C.","2011-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","COMPUTERS & MATHEMATICS WITH APPLICATIONS","","","202047","Open Access","-0.56","0.0448","8","Living systems focusing, Computational theory and mathematics, Developmental biology","Living systems focusing, Computational theory and mathematics, Developmental biology",7,"5","2","",""
"10.1016/j.camwa.2011.07.028","dedup_wf_001::cce1a39b11832ff5fd54bcb1d2917d91","Computational Theory and Mathematics","Assessment of surgical strategies for addressing keloids: An optimization problem","Fermo, L.","2011-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","COMPUTERS & MATHEMATICS WITH APPLICATIONS","","","202047","Open Access","-0.7383","-0.1247","8","Living systems focusing, Computational theory and mathematics, Developmental biology","Living systems focusing, Computational theory and mathematics, Developmental biology",2,NA,NA,"",""
"10.1016/j.camwa.2011.09.043","dedup_wf_001::3bec3fb4b910822b9d4a144cf1e7747b","Computational Theory and Mathematics","On the mathematical theory of living systems II: The interplay between mathematics and system biology","Coscia, V.","2011-11-01","Elsevier BV","publication","","Computers & Mathematics with Applications","","","202047","Open Access","-0.6959","-0.0124","8","Living systems focusing, Computational theory and mathematics, Developmental biology","Living systems focusing, Computational theory and mathematics, Developmental biology",14,NA,NA,"",""
"10.1016/j.diff.2013.06.002","dedup_wf_001::6195a177e9bd992cea4359b27ad2114f","cells human;delivery system;fibroblasts sleeping","Generation of induced pluripotent stem cells from human foetal fibroblasts using the Sleeping Beauty transposon gene delivery system","Davis, Richard P.","2013-01-01","ELSEVIER SCI LTD","publication","","DIFFERENTIATION","","","286264","Restricted","0.1942","-0.1742","14","Induced pluripotent stem, Pluripotent stem cells, Sleeping beauty transposon","Induced pluripotent stem, Pluripotent stem cells, Sleeping beauty transposon",21,"26","2","",""
"10.1016/j.ebiom.2015.06.025","dedup_wf_001::f23641ce562d16bb7a8f62b5a0e94ae4","Ct-value, cycle threshold","Diagnostic Performance of Plasma DNA Methylation Profiles in Lung Cancer, Pulmonary Fibrosis and COPD","Matthias Wielscher","2015-08-01","Elsevier","publication","","EBioMedicine","","Disease-specific alterations of the cell-free DNA methylation status are frequently found in serum samples and are currently considered to be suitable biomarkers. Candidate markers were identified by bisulfite conversion-based genome-wide methylation screening of lung tissue from lung cancer, fibrotic ILD, and COPD. cfDNA from 400 μl serum (n = 204) served to test the diagnostic performance of these markers. Following methylation-sensitive restriction enzyme digestion and enrichment of methylated DNA via targeted amplification (multiplexed MSRE enrichment), a total of 96 markers were addressed by highly parallel qPCR. Lung cancer was efficiently separated from non-cancer and controls with a sensitivity of 87.8%, (95%CI: 0.67–0.97) and specificity 90.2%, (95%CI: 0.65–0.98). Cancer was distinguished from ILD with a specificity of 88%, (95%CI: 0.57–1), and COPD from cancer with a specificity of 88% (95%CI: 0.64–0.97). Separation of ILD from COPD and controls was possible with a sensitivity of 63.1% (95%CI: 0.4–0.78) and a specificity of 70% (95%CI: 0.54–0.81). The results were confirmed using an independent sample set (n = 46) by use of the four top markers discovered in the study (HOXD10, PAX9, PTPRN2, and STAG3) yielding an AUC of 0.85 (95%CI: 0.72–0.95). This technique was capable of distinguishing interrelated complex pulmonary diseases suggesting that multiplexed MSRE enrichment might be useful for simple and reliable diagnosis of diverse multifactorial disease states.","202047","Open Access","0.6148","0.384","6","Serum autoantibody testing, Based dna isolation, Dna methylation","Serum autoantibody testing, Based dna isolation, Dna methylation",16,"57","5","",""
"10.1016/j.jcf.2012.03.003","dedup_wf_001::39313215c325b8a16e95a20169505909","Pediatrics, Perinatology, and Child Health","Immunomodulatory activity of vardenafil on induced lung inflammation in cystic fibrosis mice","Lubamba, Bob","2012-07-01","Elsevier BV","publication","","Journal of Cystic Fibrosis","","","202047","Open Access","0.4587","0.5995","5","Lung fibrosis, Lung inflammation, Acid inhibits","Lung fibrosis, Lung inflammation, Acid inhibits",13,NA,NA,"",""
"10.1016/j.jtbi.2013.04.038","dedup_wf_001::c1ae6f95097302c19fd12976d0e5ccb2","abnormal remodeling;approach evaluate;distribution mechanical","Heterogeneous distribution of mechanical stress in human lung: A mathematical approach to evaluate abnormal remodeling in IPF","Carloni, A.","2013-01-01","ACADEMIC PRESS LTD- ELSEVIER SCIENCE LTD","publication","","Journal of Theoretical Biology","","","202047","Closed Access","-0.2287","-0.1184","4","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling",13,"21",NA,"",""
"10.1016/j.mcm.2009.08.044","dedup_wf_001::7dcdc4f1cbda7589963e27f4e05643c4","Computer Science Applications","On the modelling of space dynamics in the kinetic theory for active particles","Bianca, C.","2010-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","Mathematical and Computer Modelling","","","202047","Open Access","-0.4141","0.4928","4","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling","Hypersensitivity pneumonitis, Objective quantification, Abnormal remodeling",19,NA,NA,"",""
"10.1016/j.mcm.2009.12.002","dedup_wf_001::3198cbb751afa4bdf73db3700d4c6d4b","Computer Science Applications","Complexity and mathematical tools toward the modelling of multicellular growing systems","Bellomo, N.","2010-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","MATHEMATICAL AND COMPUTER MODELLING","","","202047","Open Access","-0.5005","0.2602","11","Applied mathematics, Complex systems, Mathematical tools","Applied mathematics, Complex systems, Mathematical tools",28,NA,NA,"",""
"10.1016/j.mrrev.2011.05.002","dedup_wf_001::d087f32251eab5dd1b17f4a0b00e59e6","Genetics","Initial steps of metastasis: Cell invasion and endothelial transmigration","van Zijl, Franziska","2011-01-01","ELSEVIER SCIENCE BV","publication","","MUTATION RESEARCH-REVIEWS IN MUTATION RESEARCH","","Metastasis is the leading cause of cancer mortality. The metastatic cascade represents a multi-step process which includes local tumor cell invasion, entry into the vasculature followed by the exit of carcinoma cells from the circulation and colonization at the distal sites. At the earliest stage of successful cancer cell dissemination, the primary cancer adapts the secondary site of tumor colonization involving the tumor–stroma crosstalk. The migration and plasticity of cancer cells as well as the surrounding environment such as stromal and endothelial cells are mandatory. Consequently, the mechanisms of cell movement are of utmost relevance for targeted intervention of which three different types have been reported. Tumor cells can migrate either collectively, in a mesenchymal or in an amoeboid type of movement and intravasate the blood or lymph vasculature. Intravasation by the interaction of tumor cells with the vascular endothelium is mechanistically poorly understood. Changes in the epithelial plasticity enable carcinoma cells to switch between these types of motility. The types of migration may change depending on the intervention thereby increasing the velocity and aggressiveness of invading cancer cells. Interference with collective or mesenchymal cell invasion by targeting integrin expression or metalloproteinase activity, respectively, resulted in an amoeboid cell phenotype as the ultimate exit strategy of cancer cells. There are little mechanistic details reported in vivo showing that the amoeboid behavior can be either reversed or efficiently inhibited. Future concepts of metastasis intervention must simultaneously address the collective, mesenchymal and amoeboid mechanisms of cell invasion in order to advance in anti-metastatic strategies as these different types of movement can coexist and cooperate. Beyond the targeting of cell movements, the adhesion of cancer cells to the stroma in heterotypic circulating tumor cell emboli is of paramount relevance for anti-metastatic therapy.","202047","Open Access","0.5443","0.0326","12","Cell tumors, Differentiation of mouse, Embryonic stem cells","Cell tumors, Differentiation of mouse, Embryonic stem cells",148,"433",NA,"",""
"10.1016/j.plrev.2009.06.002","dedup_wf_001::f499f0940d5f3f4853711015e803c707","analysis mathematical;complexity analysis;mathematical tools","Complexity analysis and mathematical tools towards the modelling of living systems","Bellomo, N.","2009-01-01","ELSEVIER SCIENCE BV","publication","","Physics of Life Reviews","","","202047","Closed Access","-0.5929","0.1425","11","Applied mathematics, Complex systems, Mathematical tools","Applied mathematics, Complex systems, Mathematical tools",59,NA,NA,"",""
"10.1016/j.plrev.2010.12.001","dedup_wf_001::94d523b80c48f46844c21acd1157560e","biology evolution;developmental biology;evolution review","Toward a mathematical theory of living systems focusing on developmental biology and evolution: A review and perspectives","Bellomo, N.","2011-01-01","ELSEVIER SCIENCE BV","publication","","PHYSICS OF LIFE REVIEWS","","","202047","Closed Access","-0.7061","0.0211","8","Living systems focusing, Computational theory and mathematics, Developmental biology","Living systems focusing, Computational theory and mathematics, Developmental biology",35,NA,NA,"",""
"10.1016/j.plrev.2011.02.004","dedup_wf_001::3eef2eb40762af84b2ae898d487a583d","living systems","\"Looking for a mathematics for living systems: Reply to comments on \"\"Towards a mathematical theory of living systems focusing on developmental biology and evolution: A review and perspectives\"\"\"","Bellomo, N.","2011-01-01","Physics of Life Reviews","publication","","Physics of Life Reviews","","","202047","Closed Access","-0.6923","0.0319","8","Living systems focusing, Computational theory and mathematics, Developmental biology","Living systems focusing, Computational theory and mathematics, Developmental biology",3,NA,NA,"",""
"10.1016/j.tig.2013.08.003","dedup_wf_001::b088f6a27d5219fa467c6be6bead8368","database human;genetic variants;human genetic","LongevityMap: a database of human genetic variants associated with longevity","Budovsky, Arie","2013-01-01","ELSEVIER SCIENCE LONDON","publication","","TRENDS IN GENETICS","","","202047","Closed Access","-0.0669","-0.7384","1","Age related diseases, Longevity and age, Ageing genomic resources","Age related diseases, Longevity and age, Ageing genomic resources",24,"45","20","",""
"10.1016/j.toxlet.2011.03.009","dedup_wf_001::58927501baf03ff4cc04b66459a6e29f","respiratory system","Lung fibrosis induced by crystalline silica particles is uncoupled from lung inflammation in NMRI mice","Rabolli, Virginie","2011-01-01","ELSEVIER IRELAND LTD","publication","","TOXICOLOGY LETTERS","","Previous studies in rats have suggested a causal relationship between progressive pulmonary inflammation and lung fibrosis induced by crystalline silica particles. We report here that, in NMRI mice, the lung response to silica particles is accompanied by a mild and non progressive pulmonary inflammation which is dispensable for the development of lung fibrosis. We found that glucocorticoid (dexamethasone) dramatically reduced lung injury, cellular inflammation and pro-inflammatory cytokine expression (TNF-α, IL-1β and KC) but had no significant effect on silica-induced lung fibrosis and expression of the fibrogenic and suppressive cytokines TGF-β and IL-10 in mice. Other anti-inflammatory molecules such as the COX inhibitor piroxicam or the phosphodiesterase 5 inhibitor sildenafil also reduced lung inflammation without modifying collagen, TGF-β or IL-10 lung content. Our findings indicate that the development of lung fibrosis in silica-treated NMRI mice is not driven by inflammatory lung responses and suggest that suppressive cytokines may represent critical fibrotic factors and potential therapeutic targets in silicosis.","202047","Restricted","0.2005","0.5769","5","Lung fibrosis, Lung inflammation, Acid inhibits","Lung fibrosis, Lung inflammation, Acid inhibits",24,NA,NA,"",""
