"doi","id","subject","title","authors","year","publisher","resulttype","language","journal","url","paper_abstract","project_id","accessright","x","y","area_uri","cluster_labels","area","citation_count","readers.mendeley","cited_by_tweeters_count","readers","file_hash"
"10.1002/advs.201500200","od_______908::5ba142a8b1ff5584541963b05a6e0b88","3D porous interconnected composite","A General Strategy to Fabricate Carbon?Coated 3D Porous Interconnected Metal Sulfides: Case Study of SnS/C Nanocomposite for High?Performance Lithium and Sodium Ion Batteries","Zhu, Changbao","2015-09-01","John Wiley and Sons Inc.","publication","","Advanced Science","","Transition metal sulfides have a great potential for energy storage due to the pronouncedly higher capacity (owing to conversion to metal or even alloy) than traditional insertion electrode materials. However, the poor cycling stability still limits the development and application in lithium and sodium ion batteries. Here, taking SnS as a model material, a novel general strategy is proposed to fabricate a 3D porous interconnected metal sulfide/carbon nanocomposite by the electrostatic spray deposition technique without adding any expensive carbonaceous materials such as graphene or carbon nanotube. In this way, small nanorods of SnS are generated with sizes of ?10?20 nm embedded in amorphous carbon and self?assembled into a 3D porous interconnected nanocomposite. The SnS:C is directly deposited on the Ti foil as a current collector and neither conductive additives nor binder are needed for battery assembly. Such electrodes exhibit a high reversible capacity, high rate capability, and long cycling stability for both lithium and sodium storage.","312483","Open Access","-0.3449","0.6308","8","Sodium ion batteries, Amorphous alloys, Anode materials","Sodium ion batteries, Amorphous alloys, Anode materials","53",NA,NA,"",""
"10.1002/anie.201305753","dedup_wf_001::9658a60a0574b694572b7494ce1719e0","Chemistry","Nanoscale Investigation of the Degradation Mechanism of a Historical Chrome Yellow Paint by Quantitative Electron Energy Loss spectroscopy Mapping of Chromium Species","Tan, Haiyan","2013-01-01","WILEY-V C H VERLAG GMBH","publication","","ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","","Abstract: Getting the picture: The investigation of 100 year old chrome yellow paint by transmission electron microscopy and spectroscopy has led to the identification of four types of coreshell particles. This nanoscale investigation has allowed a mechanism to be proposed for the darkening of some bright yellow colors in Van Gogh's paintings (e.g. in Falling leaves (Les Alyscamps), 1888).","312483","Closed Access","0.4527","-0.4804","9","Electron energy loss, Condensed matter::materials science, Energy loss spectroscopy","Electron energy loss, Condensed matter::materials science, Energy loss spectroscopy","22","16","1","",""
"10.1002/anie.201308354","webcrawl____::6956af46a7a00d35bb3685c6a40fc39c","carbon nanofibers;electrochemical performance;embedded carbon","Single-Layered Ultrasmall Nanoplates of MoS2 Embedded in Carbon Nanofibers with Excellent Electrochemical Performance for Lithium and Sodium Storage","Zhu, Changbao","2014-01-01","WILEY-V C H VERLAG GMBH","publication","","ANGEWANDTE CHEMIE-INTERNATIONAL EDITION","","","312483","Closed Access","-0.3574","0.7305","8","Sodium ion batteries, Amorphous alloys, Anode materials","Sodium ion batteries, Amorphous alloys, Anode materials","453","106","1","",""
"10.1002/anie.201700590","dedup_wf_001::ca73c5943a27c055a74e3e4c8b3d45e4","Communications","Expansion of the ADOR Strategy for the Synthesis of Zeolites: The Synthesis of IPC?12 from Zeolite UOV","Kasneryk, Valeryia","2017-03-01","John Wiley and Sons Inc.","publication","","Angewandte Chemie (International Ed. in English)","","R.E.M. thanks the Royal Society and the Engineering and Physical Sciences Research Council (Grants EP/K025112/1, EP/K005499/1, EP/L016419/1) for funding work in this area and for providing a Ph.D. studentship to S.E.R. through the Criticat Centre for Doctoral training. R.E.M. and M. O. acknowledge the OP VVV \"Excellent Research Teams\", project No. CZ.02.1.01/0.0/0.0/15_003/0000417 - CUCAM. J.Č., V.K., and M.T. acknowledge the Czech Science Foundation for the project of the Centre of Excellence (P106/12/G015) and J.Č has received funding from the European Union's Horizon2020 research and innovation programme under grant agreement No 640979. The research leading to these results has received funding from the European Union Seventh Framework Programme under Grant Agreement No. 312483—ESTEEM2 (Integrated Infrastructure Initiative–I3).
			The assembly-disassembly-organisation-reassembly (ADOR) process has been used to disassemble a parent zeolite with the UOV structure type and then reassemble the resulting layers into a novel structure, IPC-12. The structure of the material has previously been predicted computationally and confirmed in our experiments using X-ray diffraction and atomic resolution STEM-HAADF electron microscopy. This is the first successful application of the ADOR process to a material with porous layers.
			Publisher PDF
			Peer reviewed","EP/L016419/1","Open Access","-0.6673","-0.0564","4","Organic semiconductors","Organic semiconductors","12","17","2","",""
"10.1002/cctc.201500855","dedup_wf_001::05128cf60cc44753c64a9b88891e18c3","Highly Dispersed","Low-Lanthanide-Content CeO2/MgO Catalysts with Outstandingly Stable Oxygen Storage Capacities: An In-Depth Structural Characterization by Advanced STEM Techniques","Tinoco, Miguel","2015-01-01","Wiley","publication","","","","International audience; A novel CeO2/MgO catalyst with low ceria loading has been synthesized. This catalyst showed unique redox properties compared with conventional high and low surface area CeO2. Advanced (scanning) transmission electron microscopy techniques revealed the presence of a variety of highly dispersed ceria nanostructures: isolated CeOx entities, CeO2 clusters, as well as fairly small (<5nm) CeO2 nanoparticles. More interestingly, this CeO2/MgO catalyst showed outstanding stability in its redox response against high temperature aging treatments. Thus, after reduction in hydrogen at 950 degrees C and further oxidation at 500 degrees C, CeO2 reduction effects took still place at low temperatures, and no significant loss of oxygen storage capacity (OSC) was detected. Unique ceria-bilayer nanostructures were found and characterized in the aged catalyst. Their peculiar structural and chemical properties seem to be responsible for the large improvement observed in the stability of the redox response.","312483","Open Access","-0.3943","0.3111","14","Periodic mesoporous, Ii bis oxazoline, Copper ii bis","Periodic mesoporous, Ii bis oxazoline, Copper ii bis","2","10","1","",""
"10.1002/ejic.201501196","dedup_wf_001::cf57c3965d2ba80400b5935caee6ee18","LIGANDS","Chiral Copper(II) bis(oxazoline) complexes directly coordinated to amine-functionalized phenylene/biphenylene periodic mesoporous organosilicas as heterogeneous catalysts","Carneiro, Liliana","2016-01-01","Wiley-VCH Verlag","publication","","","","Copper(II) complexes with commercial chiral bis(oxazoline) s were for the first time directly coordinated onto aminemodified mesoporous phenylene and biphenylene silicas. All final materials maintained the 2D ordered mesoporous structure. The copper metal coordinates directly to the amine groups within the walls of the materials. The materials were tested as asymmetric heterogeneous catalysts in the kinetic resolution of hydrobenzoin. They were active, selective, and enantioselective in this reaction. The material containing the (S)-(-)-2,2'-isopropylidene- bis(4-phenyl-2-oxazoline) (Me(2)PhBox) ligand, the best ligand in the homogeneous phase, presented the highest enantioselectivity of all the materials in the first cycle (73 %). The 2,2'-methylenebis[(4S)-4-phenyl-2-oxazoline] (PhBox) ligand rendered the catalyst more stable, independent of the anion or organic moiety in the periodic mesoporous organosilica material; this catalyst was reused over five cycles without any significant loss of catalytic activity or enantioselectivity. This type of ligand plays an important role in the stability of the corresponding copper(II) complex upon immobilization and in the robustness of the heterogeneous catalyst upon reuse.","147332","Open Access","-0.5068","0.5218","14","Periodic mesoporous, Ii bis oxazoline, Copper ii bis","Periodic mesoporous, Ii bis oxazoline, Copper ii bis","0","6","2","",""
"10.1002/ppsc.201500097","od______2097::6fa6c63e3e6ab8c2b1fabee16604459e","Engineering sciences. Technology","Combination of HAADF-STEM and ADF-STEM tomography for coreshell hybrid materials","Sentosun, Kadir","2015-01-01","","publication","","Particle and particle systems characterization","","Abstract: Characterization of coreshell type nanoparticles in 3D by transmission electron microscopy (TEM) can be very challenging. Especially when both heavy and light elements coexist within the same nanostructure, artifacts in the 3D reconstruction are often present. A representative example would be a particle comprising an anisotropic metallic (Au) nanoparticle coated with a (mesoporous) silica shell. To obtain a reliable 3D characterization of such an object, a dose-efficient strategy is proposed to simultaneously acquire high-angle annular dark-field scanning TEM and annular dark-field tilt series for tomography. The 3D reconstruction is further improved by applying an advanced masking and interpolation approach to the acquired data. This new methodology enables us to obtain high-quality reconstructions from which also quantitative information can be extracted. This approach is broadly applicable to investigate hybrid coreshell materials.","312483","Open Access","-0.4508","-0.0535","5","Resolution electron tomography, Haadf stem, Reconstruction technique","Resolution electron tomography, Haadf stem, Reconstruction technique","5","20","1","",""
"10.1002/ppsc.201600057","od______2097::632a0b6aab94622563796fbba6b65380","Chemistry","Combined macroscopic, nanoscopic, and atomic-scale characterization of gold-ruthenium bimetallic catalysts for octanol oxidation","Chinchilla, Lidia E.","2016-01-01","","publication","","Particle and particle systems characterization","","Abstract: A series of gold-ruthenium bimetallic catalysts of increasing Au:Ru molar ratios supported on a Ce0.62Zr0.38O2 mixed oxide are prepared and their structural and chemical features characterized by a combination of macroscopic and atomic-scale techniques based on scanning transmission electron microscopy. The influence of the temperature of the final reduction treatment used as activation step (350-700 degrees C range) is also investigated. The preparation method used allows catalysts to be successfully prepared where a major fraction of the metal nanoparticles is in the size range below 5 nm. The structural complexities characteristic of this type of catalysts are evidenced, as well as the capabilities and limitations of both the macroscopic and microscopic techniques in the characterization of the system of metal nanoparticles. A positive influence of the addition of Ru on both the resistance against sintering and the catalytic performance of the starting supported Au catalyst is evidenced.","335078","Closed Access","-0.4118","0.2393","14","Periodic mesoporous, Ii bis oxazoline, Copper ii bis","Periodic mesoporous, Ii bis oxazoline, Copper ii bis","1","8","1","",""
"10.1002/pssa.201300044","webcrawl____::7dd63ba80181df6dbc9056b40f95986c","applied subwavelength;background subtraction;cathodoluminescence fast","Spatially and spectrally resolved cathodoluminescence with fast electrons: A tool for background subtraction in luminescence intensity second-order correlation measurements applied to subwavelength inhomogeneous diamond nanocrystals","Tizei, Luiz Henrique Galvao","2013-01-01","WILEY-V C H VERLAG GMBH","publication","","PHYSICA STATUS SOLIDI A-APPLICATIONS AND MATERIALS SCIENCE","","","312483","Closed Access","0.4817","-0.6033","2","Aberration corrected, Algan nanowires, Alloy composition","Aberration corrected, Algan nanowires, Alloy composition","8",NA,NA,"",""
"10.1002/pssr.201308009","webcrawl____::870650a290ecbc5463c31fe304cefe1a","alxga xn;properties alxga;structural optical","Structural and optical properties of AlxGa1-xN nanowires","Pierret, A.","2013-01-01","WILEY-V C H VERLAG GMBH","publication","","PHYSICA STATUS SOLIDI-RAPID RESEARCH LETTERS","","","312483","Closed Access","-0.6609","0.2439","2","Aberration corrected, Algan nanowires, Alloy composition","Aberration corrected, Algan nanowires, Alloy composition","17",NA,NA,"",""
"10.1002/pssr.201409235","dedup_wf_001::d611659f430b1ce3e11338a1311b485b","Physics","Substitutional phosphorus incorporation in nanocrystalline CVD diamond thin films","Janssen, Wiebke","2014-01-01","WEINHEIM","publication","","Physica status solidi: rapid research letters","","Nanocrystalline diamond (NCD) thin films were produced by chemical vapor deposition (CVD) and doped by the addition of phosphine to the gas mixture. The characterization of the films focused on probing the incorporation and distribution of the phosphorus (P) dopants. Electron microscopy evaluated the overall film morphology and revealed the interior structure of the nanosized grains. The homogeneous films with distinct diamond grains featured a notably low sp(2):sp(3)-ratio as confirmed by Raman spectroscopy. High resolution spectroscopy methods demonstrated a homogeneous P-incorporation, both in-depth and in-plane. The P concentration in the films was determined to be in the order of 10(19) cm(-3) with a significant fraction integrated at substitutional donor sites. (C) 2014 WILEY-VCH Verlag GmbH & Co. KGaA, Weinheim
			This work was financially supported by the EU FP7 through Marie Curie ITN MATCON (PITN-GA-2009-238201) and the Research Foundation Flanders (FWO) (G.0555.10N, G.0568.10N, G.0456.12 and a post-doctoral fellowship for S. T.) G. V. T. acknowledges the ERC Grant N246791-COUNTATOMS. Moreover, financial support from the EU FP7 under a contract for an Integrated Infrastructure Initiative (312483-ESTEEM2) is acknowledged.
			nanocrystalline diamonds; phosphorus incorporation; chemical vapor deposition; spectroscopy methods","246791","Open Access","-0.155","0.4705","6","Antiferromagnetic order, Epitaxially strained, Mno thin films","Antiferromagnetic order, Epitaxially strained, Mno thin films","7",NA,NA,"",""
"10.1002/zaac.201300538","webcrawl____::b440acfae3e51afd868e27e5254acbbf","based nanoporous;nanoporous materials;silica based","Silica-Based Nanoporous Materials","Han, Lu","2014-01-01","WILEY-V C H VERLAG GMBH","publication","","ZEITSCHRIFT FUR ANORGANISCHE UND ALLGEMEINE CHEMIE","","","312483","Closed Access","-0.5778","0.5473","8","Sodium ion batteries, Amorphous alloys, Anode materials","Sodium ion batteries, Amorphous alloys, Anode materials","6","19",NA,"",""
"10.1007/s11051-013-2223-z","webcrawl____::1fc1729705b86f0c7511ab9082f0e075","addition phase;cu addition;fe system","Sonochemical synthesis of mackinawite and the role of Cu addition on phase transformations in the Fe-S system","Zavasnik, Janez","2014-01-01","SPRINGER","publication","","JOURNAL OF NANOPARTICLE RESEARCH","","","312483","Closed Access","0.5069","0.6031","2","Aberration corrected, Algan nanowires, Alloy composition","Aberration corrected, Algan nanowires, Alloy composition","4",NA,NA,"",""
"10.1016/j.actamat.2013.07.022","webcrawl____::8e05cdb3c6d0434488daa16ac43e890d","al o;boundaries metal;epitaxial microstructure","Role of epitaxial microstructure, stress and twin boundaries in the metal-nsulator transition mechanism in VO2/Al2O heterostructures","Li, X.","2013-01-01","PERGAMON-ELSEVIER SCIENCE LTD","publication","","ACTA MATERIALIA","","","312483","Closed Access","0.5868","0.5348","2","Aberration corrected, Algan nanowires, Alloy composition","Aberration corrected, Algan nanowires, Alloy composition","10",NA,NA,"",""
"10.1016/j.actamat.2016.01.042","dedup_wf_001::8bd663df3eaa15a2f110438151a75abf","Metals and Alloys","Blind source separation aided characterization of the γ’ strengthening phase in an advanced nickel-based superalloy by spectroscopic 4D electron microscopy","Rossouw, David","2016-01-27","Acta Materialia","publication","","","","The γ’ strengthening phase in an advanced nickel-based superalloy, ATI 718Plus, was characterized using a blind source separation applied to a four dimensional X-ray microanalysis dataset obtained by scanning transmission electron microscopy. Selected patterns in the X-ray spectra identified by independent component analysis were found to be spatially and chemically representative of the matrix (γ) and precipitate phases (γ’) present in the superalloy, enabling their size, shape and distribution to be determined. The three dimensional chemical reconstruction of the microstructure may provide insight into the role of the various alloying elements in the evolution of the microstructure at the nano-scale.
			The research leading to these results has received funding from the European Union Seventh Framework Programme under Grant Agreement 312483 - ESTEEM2 (Integrated Infrastructure Initiative-I3), as well as from the European Research Council under the European Union's Seventh Framework Programme (FP/2007-2013)/ERC grant agreement 291522 - 3DIMAGE. D.R. acknowledges support from the Royal Society’s Newton International Fellowship scheme. RKL acknowledges a Junior Research Fellowship at Clare College. RK acknowledges financial support from Rolls-Royce, EPSRC and the BMWi under EP/H022309/1, EP/H500375/1 and grant number 20T0813. F.d.l.P. and C.D. acknowledge  26 funding from the ERC under grant no. 259619 PHOTO EM. Special thanks to Giorgio Divitini and Lech Staniewicz for preparation of the FIB needle specimen and to Stephen A Croxall for SEM/FIB imaging.
			This is the final version of the article. It first appeared from Elsevier via http://dx.doi.org/10.1016/j.actamat.2016.01.042","312483","Open Access","-0.6369","-0.1463","4","Organic semiconductors","Organic semiconductors","6","28","1","",""
"10.1016/j.actamat.2017.03.038","base_oa_____::b458ae2a3a70f7a5a021a541485b04c0","Electronic, Optical and Magnetic Materials","On the crystallography and composition of topologically close-packed phases in ATI 718Plus ®","Krakow, Robert","2017-05-01","Elsevier BV","publication","","Acta Materialia","","","312483","Open Access","0.4929","-0.3362","7","Bifeo revealed, Domain walls, Magnetic domain wall","Bifeo revealed, Domain walls, Magnetic domain wall","2","16","3","",""
"10.1016/j.apsusc.2014.11.015","od______1271::b0c229c29a808fdb64532ab89109615e","H) [ZrC/a-C(]","Structural and mechanical properties of nanocrystalline Zr co-sputtered a-C(:H) amorphous films","Escudeiro, A.","2014-11-01","Elsevier","publication","","","","The aim of this study was to investigate the effect of Zr as alloying element to carbon films, particularly in respect to film structure and mechanical properties. The films were deposited by magnetron sputtering in reactive (Ar + CH4) and non-reactive (Ar) atmosphere with different Zr contents (from 0 to 14 at.%) in order to achieve a nanocomposite based films. With an increase of Zr content a broad peak was observed in X-ray diffraction spectra suggesting the presence of nanocrystalline (nc) ZrC phase for the coatings with Zr content higher than 4 at.%. The application of Scherrer formula yielded a grain sizes with a dimension of 1.0–2.2 nm. These results were supported by X-ray photoelectron spectroscopy showing typical charge transfer at Zr-C nanograins and carbon matrix interface. The nc-ZrC phase was also observed by transmission electron microscopy. The hardness of the coatings was approximately independent of Zr content. However, the Young modulus increased linearly. The residual stress of the coatings was strongly improved by the presence of nc-ZrC phase embedded in the a-C matrix. Finally, the incorporation of H into the matrix led to denser and harder films.","SFRH/BD/75071/2010","Open Access","-0.0366","0.4285","6","Antiferromagnetic order, Epitaxially strained, Mno thin films","Antiferromagnetic order, Epitaxially strained, Mno thin films","8",NA,NA,"",""
"10.1016/j.carbon.2015.06.027","od______2097::93fb296a01b9de445cd788e78fd81366","Chemistry","The role of steam treatment on the structure, purity and length distribution of multi-walled carbon nanotubes","Cabana, Laura","2015-01-01","","publication","","Carbon","","Abstract: Purification and shortening of carbon nanotubes have attracted a great deal of attention to increase the biocompatibility and performance of the material in several applications. Steam treatment has been employed to afford both purification and shortening of multi-walled carbon nanotubes (MWCNTs). Steam removes the amorphous carbon and the graphitic particles that sheath catalytic nanoparticles, facilitating their removal by a subsequent acidic wash. The amount of metal impurities can be reduced in this manner below 0.01 wt.%. The length distribution of MWCNTs after different steam treatment times (from 1 h to 15 h) was assessed by box plot analysis of the electron microscopy data. Samples with a median length of 0.57 μm have been prepared with the reported methodology while preserving the integrity of the tubular wall structure.","290023","Open Access","-0.27","0.5676","3","Walled carbon nanotubes, Case study, Additional data file","Walled carbon nanotubes, Case study, Additional data file","10",NA,NA,"",""
